"symbol","previousClose","open","dividendYield","dividendPerShare","dividendPayDate","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","1YrTargetPrice","daysValueChange","pricePaid","holdingsGainPercent","annualizedGain","holdingsGain","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","epsEstimateNextYear","epsEstimateNextQuarter","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio","tickerTrend","holdingsValue"
"AXL",1.33,1.33,,,,,0,0,"2017-01-30",1.33,1.33,1.33,,,,,,,1.33,1.07,36710000,,"ASX",5000,0.06,,,0,0.24,"0.00",6.95,5.52,22.54,0,,,"0.00",,
"AXP",1,1.01,,,,,0.02,0.02,"2017-01-30",1,1.03,1.02,,,,,,,1.49,0.78,242350000,,"ASX",335150,-0.06,-0.06,,0,0.09,-14960000,514.23,10.53,,0,,,"0.00",,
"AXZ",0.37,0.37,,,,,0,0,"2017-01-30",0.37,0.37,0.37,,,,,,,0.4,0.08,39980000,,"ASX",3000,-0.17,,,0,-0.08,-5470000,1019.56,,,0,,,"0.00",,
"AYF",6.02,6.05,,,,"3/27/2015",0.03,0.005,"2017-01-30",6.05,6.05,6.05,,,,,,,6.2,5.6,,,"ASX",3500,,,,0,0,"0.00",,,,0,,,"0.00",,
"AYR",0.01,0.01,,,,,-0.001,-0.1,"2017-01-30",0.009,0.011,0.009,,,,,,,0.018,0.005,6410000,,"ASX",28112479,-0.001,,,0,0.005,"-351880.00",,2,,0,,,"0.000",,
"AYS",2.11,2.11,,,,"3/23/2016",-0.04,-0.019,"2017-01-30",2.05,2.12,2.07,,,,,,,3.28,1.3,373150000,,"ASX",320136,0.07,0.15,,0,0.18,32860000,1.5,11.79,31.36,0.42,13.8,12.18,"0.00",,
"AZJ",4.96,4.94,6.4,0.24,,"8/29/2016",-0.05,-0.0101,"2017-01-30",4.89,4.96,4.91,,,,,,,5.3,3.35,10070000000,,"ASX",3801787,0.03,0.27,,0,2.79,1400000000,2.94,1.78,144.41,4.92,18.19,18.19,"0.00",,
"AZM",0.029,0.028,,,,,-0.001,-0.03448,"2017-01-30",0.028,0.029,0.028,,,,,,,0.066,0.025,16309999.999999998,,"ASX",479565,-0.01,-0.04,,0,0.001,-3290000,531.404,29,,0,,,"0.000",,
"AZS",0.019,0.019,,,,,0,0,"2017-01-30",0.019,0.019,0.019,,,,,,,0.053,0.016,31770000,,"ASX",635606,-0.005,,,0,0.011,-6220000,53.903,1.727,,0,,,"0.000",,
"AZV",0.077,0.077,,,,"3/14/2008",0,0,"2017-01-30",0.077,0.077,0.077,,,,,,,0.104,0.04,14610000,,"ASX",45700,-0.019,0.01,,0,0.064,-3830000,0.463,1.203,,0,,,"0.000",,
"AZY",0.018,0.018,,,,,0,0,"2017-01-30",0.017,0.018,0.018,,,,,,,0.068,0.012,16250000,,"ASX",441646,-0.003,,,0,0.017,-1590000,74.597,1.059,,0,,,"0.000",,
"BAF",1.13,1.15,,,,"10/20/2015",0.02,0.0177,"2017-01-30",1.13,1.15,1.15,,,,,,,1.26,0.95,,,"ASX",32803,,,,0,0,"0.00",,,,0,,,"0.00",,
"BAL",3.93,3.99,,,,"8/26/2016",0.1,0.0254,"2017-01-30",3.97,4.05,4.03,,,,,,,15.38,3.73,389520000,,"ASX",1108069,0.39,0.17,,0,0.86,54040000,1.55,4.56,10.44,0.51,23.71,23.71,"0.00",,
"BAP",5.56,5.56,,,,"8/30/2016",-0.08,-0.0144,"2017-01-30",5.43,5.58,5.48,,,,,,,6.56,3.98,1350000000,,"ASX",633896,0.18,0.23,,0,1.49,76840000,1.99,3.73,30.79,1.11,23.83,18.9,"0.00",,
"BAR",0.079,0.08,,,,,-0.003,-0.037970000000000004,"2017-01-30",0.076,0.08,0.076,,,,,,,0.085,0.014,28370000,,"ASX",1245203,0,,,0,0.025,"-15838.00",36.407,3.16,,0,,,"0.000",,
"BAT",0.1,0.1,,,,,0,0,"2017-01-30",0.1,0.1,0.1,,,,,,,0.14,0.04,29550000,,"ASX",200873,-0.05,,,0,0.03,-1680000,302.47,3.7,,0,,,"0.00",,
"BAU",0.063,0.063,,,,,0.003,0.047619999999999996,"2017-01-30",0.063,0.066,0.066,,,,,,,0.115,0.058,14150000,,"ASX",86542,0.019,,,0,0.092,-2000000,96.771,0.685,3.474,0,,,"0.000",,
"BBG",1.43,1.45,0,0,,"3/13/2012",-0.04,-0.031400000000000004,"2017-01-30",1.37,1.45,1.39,,,,,,,1.87,1,274760000,,"ASX",95099,-0.12,-0.04,,0,1.31,59780000,0.26,1.09,,-0.1,,46.33,"0.00",,
"BBN",2.3,2.31,,,,"8/25/2016",0.07,0.0304,"2017-01-30",2.31,2.38,2.37,,,,,,,3.21,2.12,297640000,,"ASX",104871,0.07,0.11,,0,0.74,17880000,1.22,3.12,33.86,0,21.55,18.23,"0.00",,
"BBX",0.05,0.05,,,,"4/10/2007",0,0,"2017-01-30",0.05,0.05,0.05,,,,,,,0.06,0.01,12310000,,"ASX",50700,0,,,0,0.01,-1030000,,8.33,,0,,,"0.00",,
"BCI",0.28,0.28,0,0,,"9/1/2014",-0.02,-0.0545,"2017-01-30",0.26,0.28,0.26,,,,,,,0.29,0.06,51010000,,"ASX",3527458,-0.41,0.02,,0,0.39,-7820000,0.36,0.7,,0,,,"0.00",,
"BCK",0.022,0.025,,,,,0,0,"2017-01-30",0.022,0.025,0.022,,,,,,,0.026,0.001,184400000,,"ASX",180000,-0.01,,,0,0.007,-9280000,123.434,3.143,,0,,,"0.000",,
"BCL",0.625,0.63,,,,,0,0,"2017-01-30",0.625,0.63,0.625,,,,,,,0.735,0.5,96290000,,"ASX",11525,-0.463,,,0,1.879,-93420000,1.574,0.333,,0,,,"0.000",,
"BCN",0.008,0.009,,,,,0.004,0.5,"2017-01-30",0.009,0.012,0.012,,,,,,,0.012,0.003,17950000,,"ASX",53586654,-0.001,,,0,0.003,-1150000,4.059,2.667,,0,,,"0.000",,
"BCT",0.038,0.038,,,,,0.003,0.07894999999999999,"2017-01-30",0.038,0.041,0.041,,,,,,,0.042,0.018,8260000,,"ASX",605000,-0.009,-0.02,,0,0.005,-2290000,49.143,7.6,,0,,,"0.000",,
"BD1",0.031,0.031,,,,,-0.005,-0.16129000000000002,"2017-01-30",0.025,0.031,0.026,,,,,,,0.046,0.019,14350000,,"ASX",3374231,-0.024,,,0,0.005,"-246871.00",,6.2,,0,,,"0.000",,
"BDA",0.17,0.175,,,,,0.005,0.02941,"2017-01-30",0.175,0.175,0.175,,,,,,,0.3,0.17,1750000,,"ASX",70000,-0.043,,,0,-0.037,"-424694.00",12.317,,,0,,,"0.000",,
"BDI",0.001,0.001,,,,,0,0,"2017-01-30",0.001,0.001,0.001,,,,,,,0.002,0.001,2540000,,"ASX",3000000,0,,,0,0,"0.00",,,,0,,,"0.000",,
"BDR",0.3,0.31,0,0,,"3/27/2015",0,0,"2017-01-30",0.3,0.31,0.3,,,,,,,0.55,0.15,316520000,,"ASX",4158414,-0.01,0.05,,0,0.2,28720000,1.52,1.52,,0.44,6,5,"0.00",,
"BEE",0.38,0.37,,,,,-0.01,-0.04,"2017-01-30",0.36,0.37,0.36,,,,,,,0.61,0.22,200090000,,"ASX",62918,0,,,0,0,-1510000,403.68,,,0,,,"0.00",,
"BEL",0.14,0.14,,,,,0,0,"2017-01-30",0.14,0.14,0.14,,,,,,,0.14,0.12,10560000,,"ASX",128014,0.01,,,0,0.22,"758808.00",3.24,0.65,20,0,,,"0.00",,
"BEN",12.84,12.78,7.82,0.74,,"9/6/2016",-0.2,-0.015600000000000001,"2017-01-30",12.58,12.78,12.64,,,,,,,13.39,8,5860000000,,"ASX",1456769,0.81,0.89,,0,11.03,"0.00",4.17,1.16,15.55,4.67,14.2,14.2,"0.00",,
"BFC",0.31,0.31,,,,"9/7/2016",0,0.016399999999999998,"2017-01-30",0.31,0.31,0.31,,,,,,,0.6,0.31,132460000.00000001,,"ASX",158662,0,0.03,,0,0.32,-3850000,7.54,0.95,,0,,,"0.00",,
"BFG",0.73,0.73,,,,"8/23/2016",0,0,"2017-01-30",0.73,0.73,0.73,,,,,,,0.85,0.44,190030000,,"ASX",100494,0.06,,,0,0.71,"0.00",1.09,1.03,12.17,0,,,"0.00",,
"BGA",5.3,5.27,,,,"8/30/2016",-0.12,-0.0226,"2017-01-30",5.16,5.3,5.18,,,,,,,7.28,3.82,790480000,,"ASX",427950,0.19,0.18,,0,2.15,63820000,0.68,2.47,27.41,2.74,28.78,21.58,"0.00",,
"BGH",0.026,0.026,,,,,0,0,"2017-01-30",0.026,0.027,0.026,,,,,,,0.06,0.005,3030000,,"ASX",3024000,-0.008,,,0,0.03,"-731426.00",835.942,0.867,,0,,2.6,"0.000",,
"BGS",0.34,0.35,,,,,0,0,"2017-01-30",0.33,0.35,0.34,,,,,,,0.53,0.04,60560000,,"ASX",721324,-0.01,,,0,0.07,"-942589.00",,4.79,,0,,,"0.00",,
"BHP",27.52,27.22,1.45,0.3,,"9/1/2016",-0.16,-0.0058,"2017-01-30",26.94,27.45,27.36,,,,,,,27.95,14.17,145620000000,,"ASX",4700144,-1.2,1.33,,0,10.2,11480000000,4.67,2.7,,0.21,20.57,24.43,"0.00",,
"BID",0.055,0.06,,,,,0.008,0.14545,"2017-01-30",0.058,0.063,0.063,,,,,,,0.18,0.053,20230000,,"ASX",427702,,,,0,-0.002,"0.00",26.193,,,0,,,"0.000",,
"BIG",0.44,0.45,,,,,-0.01,-0.0337,"2017-01-30",0.42,0.46,0.43,,,,,,,0.46,0.09,49590000,,"ASX",612659,-0.07,-0.02,,0,0.02,-7710000,19.42,26.18,,0,,,"0.00",,
"BIQ",0.097,0.1,,,,,0.008,0.08247,"2017-01-30",0.1,0.105,0.105,,,,,,,1.01,0.078,8850000000,,"ASX",190000,,,,0,0,"0.00",,,,0,,,"0.000",,
"BIS",0.39,0.4,,,,"11/7/2016",0.01,0.0256,"2017-01-30",0.4,0.4,0.4,,,,,,,0.53,0.34,17630000,,"ASX",15000,0.03,,,0,0.51,3800000,0.31,0.76,11.76,0,,,"0.00",,
"BIT",0.036,0.036,,,,,0,0,"2017-01-30",0.036,0.036,0.036,,,,,,,0.105,0.035,11300000,,"ASX",96752,-0.01,,,0,0.01,-3070000,7.296,3.6,,0,,,"0.000",,
"BKI",1.69,1.69,,,,,0,0,"2017-01-30",1.69,1.7,1.69,,,,,,,1.7,1.54,1020000000,,"ASX",401053,0.08,,,0,1.51,41470000,23.88,1.12,22.24,0,,,"0.00",,
"BKL",117.32,117.3,,,,"9/6/2016",-1.26,-0.010700000000000001,"2017-01-30",116,117.57,116.06,,,,,,,204.87,97.91,2000000000,,"ASX",45010,5.19,4.39,,0,10.35,138790000,3.45,11.34,22.35,22.39,26.44,22.11,"0.00",,
"BKN",3.23,3.23,0,0,,"8/18/2014",-0.01,-0.0031,"2017-01-30",3.22,3.23,3.22,,,,,,,3.31,0.41,550710000,,"ASX",2601953,-1.15,0.2,,0,1.97,72190000,0.67,1.64,,1.13,16.1,14,"0.00",,
"BKP",0.001,0.001,,,,,0,0,"2017-01-30",0.001,0.001,0.001,,,,,,,0.002,0.001,2230000,,"ASX",1243913,0,,,0,0.006,"446787.00",2.027,0.167,,0,,,"0.000",,
"BKT",0.12,0.12,,,,,0.015,0.125,"2017-01-30",0.12,0.135,0.135,,,,,,,0.215,0.025,39210000,,"ASX",949611,-0.005,,,0,0.035,-1610000,,3.429,,0,,,"0.000",,
"BKW",13.04,13,0,0,,"4/11/2016",-0.27,-0.0207,"2017-01-30",12.71,13.05,12.77,,,,,,,16.06,12.29,1900000000,,"ASX",204338,0.53,1.08,,0,12.36,87020000,2.58,1.05,24.28,-3.02,11.82,13.73,"0.00",,
"BKY",1.2,1.17,,,,,-0.03,-0.0209,"2017-01-30",1.14,1.19,1.17,,,,,,,1.19,0.42,232040000,,"ASX",392534,-0.08,-0.06,,0,0.13,-13500000,952.3,8.98,,0,,,"0.00",,
"BLA",7.05,6.99,,,,"9/1/2016",0,0,"2017-01-30",6.98,7.1,7.05,,,,,,,8.99,4.95,474840000,,"ASX",25927,0.2,0.39,,0,1.93,18880000,6.69,3.66,35.97,0.73,18.08,14.39,"0.00",,
"BLD",5.92,5.91,,,,"8/30/2016",-0.02,-0.0034000000000000002,"2017-01-30",5.85,5.94,5.9,,,,,,,7.28,4.93,4390000000,,"ASX",5649617,0.34,0.33,,0,4.72,508300000,1.02,1.26,17.46,1.16,17.88,15.95,"0.00",,
"BLG",0.255,0.255,,,,,-0.01,-0.039220000000000005,"2017-01-30",0.245,0.255,0.245,,,,,,,0.415,0.055,86790000,,"ASX",191688,-0.01,-0.01,,0,0.04,-2750000,245.359,6.375,,0,,24.5,"0.000",,
"BLK",0.665,0.675,,,,,0.05,0.07519,"2017-01-30",0.675,0.73,0.715,,,,,,,1.175,0.295,201730000,,"ASX",1063686,-0.037,0.05,,0,0.135,-5230000,,4.926,,0,14.3,4.469,"0.000",,
"BLT",0.125,0.125,,,,,-0.01,-0.08,"2017-01-30",0.11,0.125,0.115,,,,,,,0.285,0.085,16850000,,"ASX",1385725,-0.105,0.45,,0,0.135,-11490000,1.907,0.926,,0,,,"0.000",,
"BLX",1.5,1.51,,,,"9/1/2016",0.1,0.06309999999999999,"2017-01-30",1.51,1.6,1.6,,,,,,,2.15,1.18,344250000,,"ASX",20053,0.09,0.09,,0,0.27,29710000,1.65,5.64,18.82,2.04,17.78,16,"0.00",,
"BLY",0.13,0.135,0,0,,"3/8/2013",0.005,0.03846,"2017-01-30",0.135,0.135,0.135,,,,,,,0.19,0.047,125980000,,"ASX",114814,-0.266,-0.11,,0,-0.276,-106050000,0.184,,,0.02,,,"0.000",,
"BLZ",0.031,0.031,,,,,0,0,"2017-01-30",0.031,0.033,0.031,,,,,,,0.085,0.029,3910000,,"ASX",167815,-0.029,,,0,0.017,-1700000,4340,1.824,,0,,,"0.000",,
"BMG",0.01,0.011,,,,,0.001,0.1,"2017-01-30",0.011,0.011,0.011,,,,,,,0.018,0.007,"703142.00",,"ASX",200000,-0.042,,,0,-0.017,"-546507.00",4993.906,,,0,,,"0.000",,
"BML",0.003,0.002,,,,,0,0,"2017-01-30",0.002,0.003,0.003,,,,,,,0.007,0.001,3480000,,"ASX",1553199,-0.001,,,0,0.006,"-750288.00",92.52,0.5,,0,,,"0.000",,
"BMN",0.067,0.069,,,,,0.005,0.07463,"2017-01-30",0.067,0.072,0.072,,,,,,,0.072,0.02,51120000,,"ASX",5841704,0,-0.02,,0,0.071,-3150000,,0.944,,0,,,"0.000",,
"BMP",0.28,0.28,,,,,-0.01,-0.035699999999999996,"2017-01-30",0.27,0.28,0.27,,,,,,,0.51,0.16,14890000,,"ASX",56371,-0.13,,,0,0.04,-2210000,14.24,6.83,,0,,,"0.00",,
"BMT",0.2,0.19,,,,,-0.01,-0.05,"2017-01-30",0.19,0.19,0.19,,,,,,,0.32,0.15,2880000,,"ASX",227535,,,,0,0.02,"0.00",,10,,0,,,"0.00",,
"BNO",0.37,0.37,,,,,-0.02,-0.041100000000000005,"2017-01-30",0.35,0.37,0.35,,,,,,,0.5,0.23,168350000,,"ASX",284280,-0.04,0.12,,0,0.09,-14160000,9.13,4.15,,0,2.92,1.75,"0.00",,
"BNR",0.03,0.03,,,,,0,0.0345,"2017-01-30",0.03,0.03,0.03,,,,,,,0.1,0.02,5380000,,"ASX",10000,-0.01,,,0,0.01,"-123323.00",,3.62,,0,,,"0.00",,
"BOC",0.17,0.17,,,,"2/22/2002",0.01,0.0286,"2017-01-30",0.17,0.18,0.18,,,,,,,0.31,0.14,72190000,,"ASX",102440,,,,0,0,"0.00",,,,0,,,"0.00",,
"BOE",0.07,0.07,,,,,0,0,"2017-01-30",0.07,0.07,0.07,,,,,,,0.08,0.04,62020000,,"ASX",5623777,0,,,0,0.01,-2320000,370.37,6.36,,0,,,"0.00",,
"BOL",0.11,0.12,,,,"2/27/2009",0.01,0.0909,"2017-01-30",0.12,0.12,0.12,,,,,,,0.14,0.06,56980000,,"ASX",223152,-0.06,-0.01,,0,0.35,9850000,0.34,0.31,,0,,,"0.00",,
"BOQ",12.21,12.23,9.77,0.8,,"10/27/2016",-0.1,-0.008199999999999999,"2017-01-30",12.06,12.25,12.11,,,,,,,13.5,9.7,4610000000,,"ASX",1438336,0.86,0.94,,0,9.43,"0.00",4.42,1.3,14.15,6.98,12.88,12.61,"0.00",,
"BOT",0.045,0.045,,,,,-0.003,-0.06667,"2017-01-30",0.042,0.045,0.042,,,,,,,0.058,0.02,17170000,,"ASX",2080000,-0.012,,,0,0.008,"0.00",,5.625,,0,,,"0.000",,
"BPF",0.245,0.245,,,,,0,0,"2017-01-30",0.245,0.25,0.245,,,,,,,0.565,0.21,38570000,,"ASX",189643,0.012,,,0,0.131,3420000,0.817,1.87,20.417,0,,,"0.000",,
"BPH",0.005,0.005,,,,,0.001,0.2,"2017-01-30",0.005,0.006,0.006,,,,,,,0.013,0.004,2150000,,"ASX",9613523,-0.002,,,0,0.087,"-352587.00",9.851,0.057,,0,,,"0.000",,
"BPL",0.045,0.046,,,,,0.011,0.24444,"2017-01-30",0.046,0.056,0.056,,,,,,,0.14,0.003,8170000,,"ASX",491672,-0.006,,,0,0.031,"-667496.00",21.713,1.452,,0,,,"0.000",,
"BPT",0.76,0.76,1.81,0.01,,"9/8/2016",0,-0.006500000000000001,"2017-01-30",0.75,0.76,0.76,,,,,,,0.94,0.37,1410000000,,"ASX",3959155,-0.4,0.06,,0,0.58,177500000,2.55,1.33,,0.16,12.67,8.44,"0.00",,
"BRB",0.47,0.48,,,,,0,0,"2017-01-30",0.47,0.49,0.47,,,,,,,0.76,0.08,46810000,,"ASX",63723,-0.03,,,0,0.02,-2190000,857.77,26.11,,0,,,"0.00",,
"BRC",0.095,0.095,,,,,0.01,0.10525999999999999,"2017-01-30",0.095,0.105,0.105,,,,,,,0.19,0.011,15700000,,"ASX",148490,-0.028,-0.01,,0,0.159,-2690000,4.819,0.597,,0,,10.5,"0.000",,
"BRG",8.61,8.44,,,,"9/15/2016",-0.24,-0.0279,"2017-01-30",8.27,8.69,8.37,,,,,,,9.72,5.48,1090000000,,"ASX",607503,0.39,0.41,,0,1.89,75750000,1.94,4.55,21.68,3.5,20.41,18.2,"0.00",,
"BRK",0.013,0.013,,,,,0,0,"2017-01-30",0.013,0.013,0.013,,,,,,,0.015,0.007,6500000,,"ASX",300000,-0.004,,,0,0.001,"0.00",232.533,13,,0,,,"0.000",,
"BRL",0.066,0.066,,,,,-0.001,-0.015149999999999999,"2017-01-30",0.065,0.066,0.065,,,,,,,0.12,0.012,62690000,,"ASX",143118,0.001,-0.01,,0,0.015,7760000,1.725,4.4,65,0,,,"0.000",,
"BRN",0.32,0.32,,,,,0,0,"2017-01-30",0.31,0.34,0.32,,,,,,,0.37,0.1,234730000,,"ASX",3607813,-0.05,,,0,0,-5210000,22546.74,80,,0,,,"0.00",,
"BRU",0.19,0.18,,,,,0,-0.027000000000000003,"2017-01-30",0.18,0.19,0.18,,,,,,,0.31,0.18,61200000,,"ASX",127611,-0.1,-0.05,,0,0.25,-8480000,23.09,0.75,,0,,,"0.00",,
"BSA",0.335,0.335,,,,"3/18/2013",0.01,0.029849999999999998,"2017-01-30",0.335,0.345,0.345,,,,,,,0.395,0.16,145900000,,"ASX",186611,-0.005,0.02,,0,0.098,18780000,0.277,3.418,,0,17.25,11.5,"0.000",,
"BSE",0.25,0.25,,,,,0,0.0204,"2017-01-30",0.25,0.25,0.25,,,,,,,0.25,0.02,183060000,,"ASX",589175,-0.03,0.05,,0,0.3,59690000,1.06,0.83,,0.02,5,3.12,"0.00",,
"BSL",11.51,11.52,0.97,0.07,,"9/9/2016",-0.02,-0.0017000000000000001,"2017-01-30",11.27,11.54,11.49,,,,,,,11.54,4.16,6560000000,,"ASX",2340329,0.6,1.05,,0,7.87,843300000,0.71,1.46,19.12,0.41,10.94,11.85,"0.00",,
"BSM",0.013,0.014,,,,,0,0,"2017-01-30",0.013,0.014,0.013,,,,,,,0.025,0.004,5980000,,"ASX",2694705,0.002,,,0,0.011,-1460000,,1.182,6.5,0,,,"0.000",,
"BSR",0.031,0.031,,,,,-0.002,-0.06452,"2017-01-30",0.029,0.031,0.029,,,,,,,0.048,0.01,47540000,,"ASX",1562216,-0.001,,,0,0.029,-1150000,3388.133,1.069,,0,,,"0.000",,
"BST",0.9,0.87,,,,"9/6/2016",-0.03,-0.0333,"2017-01-30",0.87,0.87,0.87,,,,,,,1.02,0.87,15910000,,"ASX",30436,0.08,,,0,1.1,"0.00",36.38,0.82,11.15,0,,,"0.00",,
"BSX",0.2,0.2,,,,,0,0,"2017-01-30",0.2,0.2,0.2,,,,,,,0.2,0.2,7160000000,,"ASX",55000,,,,0,0.02,"0.00",,10,,0,,,"0.00",,
"BTC",0.12,0.12,,,,"10/19/2012",0,0,"2017-01-30",0.12,0.12,0.12,,,,,,,0.18,0.09,,,"ASX",7500,-0.01,,,0,0,"0.00",,,,0,,,"0.00",,
"BTI",1.03,1.03,,,,,0,0.0048,"2017-01-30",1.02,1.04,1.04,,,,,,,1.3,0.94,104880000,,"ASX",83082,0.12,,,0,1.09,"0.00",5.65,0.95,8.39,0,,,"0.00",,
"BTT",9.49,9.49,,,,"5/26/2016",-0.14,-0.0148,"2017-01-30",9.24,9.49,9.35,,,,,,,11.63,7.19,2470000000,,"ASX",659802,0.54,0.52,,0,2.82,193700000,5.04,3.37,17.38,1.9,17.98,15.33,"0.00",,
"BUB",0.2,0.2,,,,,-0.01,-0.05,"2017-01-30",0.19,0.2,0.19,,,,,,,0.45,0.19,,,"ASX",1953574,,,,0,0,-1020000,,,,0,,,"0.00",,
"BUD",0.053,0.051,,,,,-0.004,-0.07547,"2017-01-30",0.049,0.051,0.049,,,,,,,0.2,0.049,39420000,,"ASX",2070801,-0.056,,,0,0.016,-25690000,980.73,3.312,,0,,,"0.000",,
"BUL",0.042,0.042,,,,"3/21/2001",0,0,"2017-01-30",0.042,0.042,0.042,,,,,,,0.047,0.019,47960000,,"ASX",220216,-0.002,-0.01,,0,0.06,-1710000,315.525,0.7,,0,,,"0.000",,
"BUX",0.175,0.18,,,,,0.01,0.05714,"2017-01-30",0.175,0.185,0.185,,,,,,,0.205,0.055,16370000.000000002,,"ASX",787645,-0.033,,,0,0.024,-2870000,93.991,7.292,,0,,,"0.000",,
"BVS",1.4,1.39,,,,,0,0,"2017-01-30",1.39,1.41,1.4,,,,,,,1.46,1.1,44900000,,"ASX",175266,-0.2,0.1,,0,-0.38,25000000,0.24,,,0,,,"0.00",,
