symbol,name,EPS,QuoteLast,Price200DayAverage,Price52WeekPercChange,PriceToBook,MarketCap,PE,DividendRecentQuarter,DividendNextQuarter,DPSRecentYear,IAD,DividendPerShare,DividendYield,Dividend,BookValuePerShareYear,CashPerShareYear,CurrentRatioYear,LTDebtToAssetsYear,LTDebtToAssetsQuarter,TotalDebtToAssetsYear,TotalDebtToAssetsQuarter,LTDebtToEquityYear,LTDebtToEquityQuarter,TotalDebtToEquityYear,TotalDebtToEquityQuarter,AINTCOV,ReturnOnInvestmentTTM,ReturnOnInvestment5Years,ReturnOnInvestmentYear,ReturnOnAssetsTTM,ReturnOnAssets5Years,ReturnOnAssetsYear,ReturnOnEquityTTM,ReturnOnEquity5Years,ReturnOnEquityYear,Beta,Float,InstitutionalPercentHeld,GrossMargin,EBITDMargin,OperatingMargin,NetProfitMarginPercent,NetIncomeGrowthRate5Years,RevenueGrowthRate5Years,RevenueGrowthRate10Years,EPSGrowthRate5Years,EPSGrowthRate10Years,Volume,AverageVolume
CL8,Collaborate Corporation Ltd,-0.01,0.02,0.02,-23.08,3.16,8260000,-,0,-,0,-,0,-,-,0.01,0,0.88,0,0,0,0,0,0,0,0,-,-73.24,-52.13,-73.24,-62.66,-31.04,-62.66,-73.24,-70.47,-73.24,2.97,239.41,-,67.56,-346.48,-346.48,-313.84,-,-33.68,-15.82,-,-,0,"319,062.00"
CLA,Celsius Resources Ltd,-0.2,0.03,0,-,-,9520000,-,0,-,0,-,0,-,-,-0.56,0.01,0.08,0,0,268.37,339.68,-,-,-,-,-2.87,-,-68.1,-,-151.02,-62.8,-151.02,-,-72.8,-,-,279.43,-,-,"-19,695.26","-19,695.26","-26,545.26",-,-85.97,-43.3,-,-,20860000,5950000
CLH,Collection House Limited,0.14,1.42,1.28,-5.33,1.06,193640000,10.29,0.04,0.04,0.08,0.08,0.08,5.49,11.4,1.34,0.07,3.39,36.21,37.32,36.32,37.63,65.66,67.67,65.86,68.24,5.71,6.23,7.25,6.23,5.78,6.64,5.78,10.58,12.63,10.58,0.87,115.09,-,83.23,28.11,24.21,13.99,12.91,11.56,1.42,6.24,5.28,"137,186.00","136,661.00"
CLO,Clough Limited,0.09,0,-,-,2.45,-,0,0,-,0,-,0,-,20.15,0.59,0.57,2.68,0,0,0,0,0,0,0,0,-,17.66,13.91,17.66,12.4,8.79,12.4,18.22,15.75,18.22,-,293.78,-,60.95,3.1,15.68,11.83,8.05,8.18,-4.39,4.5,-,0,"727,440.00"
CLQ,Clean TeQ Holdings Limited,-0.02,0.53,0.44,147.5,9.52,253470000,-,0,-,0,-,0,-,-,0.05,0.02,10.04,9.93,9.93,9.93,9.93,11.81,11.81,11.81,11.81,-22.44,-29.28,-30.46,-29.28,-27.32,-24.98,-27.32,-34.26,-37.24,-34.26,1.19,318.64,-,95.8,-374.48,-422.9,-441.75,-,-18.31,-12.56,-,-,1430000,"390,561.00"
CLR,Carabella Resources Pty Ltd,-0.05,0,0.28,21.62,1.32,-,-,0,-,0,-,0,-,-,0.34,0.07,8.88,0,0,0,0,0,0,0,0,-,-14.74,-,-14.74,-13.88,-,-13.88,-14.74,-,-14.74,-,17.03,-,-,-943.91,"-1,219.09","-1,175.77",-,-,-,-,-,0,"113,007.00"
CLS,CL Asset Holdings Ltd,-0.26,0,1.09,107.69,0.31,-,-,0,-,0,-,0,-,-,4.32,1.33,5.85,0,0,0,0,0,0,0,0,-,-6.23,-3.67,1.12,-6.02,-3.53,1.05,-6.31,-3.65,0.99,0.46,0.47,-,12.35,-8.26,-9.71,-5.73,1.99,62.11,-,1.99,-,0,103
CLT,Cellnet Group Limited,0.03,0.25,0.22,-10.53,0.97,13340000,7.96,0.01,0.01,-,0.01,0.01,4.9,0.56,0.26,0.03,2.51,0,0,3.5,3.5,0,0,5.63,5.63,5,13.12,2.43,13.12,8.1,1.47,8.1,13.18,2.47,13.18,0.14,4.17,-,23.32,3.27,2.91,2.33,7.74,0.13,-18.19,12.67,-,0,"6,493.00"
CLV,Clover Corporation Limited,0.01,0.51,0.49,54.55,2.79,84240000,37.95,0,0,0.01,0.01,0.01,1.47,1.24,0.18,0.05,3.51,0,0,0,0,0,0,0,0,-,7.38,9.02,7.38,5.79,7.13,5.79,7.43,9.09,7.43,0.82,125.38,-,20.18,7.56,7.24,5.16,-13.62,3.79,8.6,-13.62,17.2,"202,987.00","62,742.00"
CLW,Charter Hall Long WALE REIT,-,3.85,-,-,5.05,795730000,-,-,0.03,0,0.03,-,0.88,-,0.76,0,0.13,28.72,-,28.72,-,42.87,-,42.87,-,-,-,-,10.58,-,-,10.24,-,-,15.32,-,123.11,-,-,-,-,-,-,-,-,-,-,"105,272.00","200,188.00"
CLX,CTI Logistics Limited,0.31,0.86,0.83,-23.21,0.73,61080000,2.81,-,0.04,-,0.08,0.04,9.3,5.04,1.17,0.03,1.6,36.94,36.94,38.01,38.01,72.56,72.56,74.68,74.68,1.16,14.95,11.47,14.95,12.7,9.57,12.7,28.49,20.33,28.49,0.67,39.16,-,99.04,19.31,16.31,13.48,26.75,15.75,10.4,23.58,22.78,0,"9,847.00"
CLXBN,CTI LOGIST BNS DEF,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
CLY,Clancy Exploration Limited,0,0,0,12.73,5.19,9430000,-,0,-,0,-,0,-,-,0,0,8.88,0,0,0,0,0,0,0,0,-4.28,-84.61,-,-84.61,-71.16,-,-71.16,-85.12,-,-85.12,1.98,"1,935.86",-,-,"-3,140.05","-3,170.89","-3,867.07",-,-,-,-,-,0,1620000
CLZ,Classic Minerals Ltd,0.01,0.01,0.01,100,4.91,2980000,1.07,0,-,0,-,0,-,-,0,0,1.11,2.01,2.01,32.92,32.92,15.03,15.03,246.22,246.22,-1.9,-,-466.83,-,97.95,-96.36,97.95,-,-536.32,-,2.6,230.59,-,-,"-75,406.38","-81,714.89","248,341.50",-,-21.53,-,-,-,"550,000.00","275,484.00"
CM8,Crowd Mobile Ltd,0,0.12,0.15,-58.62,0.89,21470000,57.14,0,-,0,-,0,-,0.23,0.14,0.02,0.89,14.83,14.83,36.01,36.01,34.21,34.21,83.08,83.08,2.14,5.02,-31.99,5.02,3.11,-16.96,3.11,7.32,-41.67,7.32,-,89.09,-,77.79,18.77,1.51,2.31,-,418.26,28.75,-,-,"251,118.00","395,864.00"
CMA,Centuria Metropolitan REIT,0.38,2.25,2.18,12.08,1,268670000,6,0.08,0.04,0.17,0.17,0.17,7.91,20.18,2.18,0.13,1.5,33.95,33.95,33.95,33.95,54.24,54.24,54.24,54.24,-,12.37,-,12.37,12.01,-,12.01,18.08,-,18.08,-,91.49,-,-,71.77,71.77,113.28,-,-,-,-,-,"44,458.00","53,758.00"
CMC,China Magnesium Corp Ltd,-0.01,0.04,0.02,115,0.75,12030000,-,0,-,0,-,0,-,-,0.06,0.01,1.38,0,0,0,0,0,0,0,0,-4.56,-12.11,-16.86,-12.11,-10.25,-13.69,-10.25,-16.98,-18.16,-16.98,1.25,163.77,-,36.39,"-17,071.72","-16,154.89","-20,631.45",-,-52.46,-,-,-,"12,000.00","41,616.00"
CMF,Global Fortune Investment Ltd,-,-,0.31,-,9.87,-,-,0,-,0,-,0,-,-,0.04,0.05,2.49,0,0,0,0,0,0,0,0,-,-,-,-121.51,-,-,-67.58,-,-,-121.51,-,3.92,-,1.86,-115.7,-133.72,-133.72,-,-,-,-,-,-,-
CMG,Chandler Macleod Group Limited,0.02,0,0.41,25,1.47,-,0,0.02,-,0.03,-,0.04,-,12.96,0.36,0.01,1.09,19.54,20.94,23.97,27.65,40.05,43.42,49.14,57.32,5.48,4.32,6.08,5.02,3.03,3.91,3.51,6.59,8.03,7.84,1.05,311.31,-,13.51,2.89,1.8,0.88,-,11.07,65.67,-,11.56,0,"645,780.00"
CMI,CMI Limited,0.1,0.9,1.06,-15,0.65,28230000,9.2,0.03,0.03,0.06,0.06,0.06,6.42,3.14,1.44,0.77,8.39,0,0,0,0,0,0,0,0,217.18,6.2,10.81,6.2,5.62,8.7,5.62,6.21,11.53,6.21,1.19,13.85,-,37.39,12.89,11.71,8.44,-23.69,-17.1,-17.4,-24.27,-8.19,"206,766.00","629,140.00"
CMIPC,CMI Limited,-,1.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"103,046.00",-
CMJ,Consolidated Media Holdings Pty Ltd,0.15,0,3.24,40.98,6,-,0,0.06,-,0.16,-,0.16,-,92.7,0.57,0.15,0.53,31.25,31.25,31.25,31.25,68.75,68.75,68.76,68.76,-,19.64,32.44,19.64,14.68,29.04,14.68,26.33,36.26,26.33,0.82,139.88,-,-,10.15,659.71,737.02,-,15.22,-41.48,-,-9.3,0,"266,215.00"
CMM,Capricorn Metals Ltd,-0.02,0.1,0.13,101.92,2.2,31530000,-,0,-,0,-,0,-,-,0.05,0.02,6.38,0,0,0,0,0,0,0,0,-,-24,-9.42,-24,-22.4,-8.81,-22.4,-24.64,-9.91,-24.64,2.11,48.48,-,-,-603.12,"-1,564.38","-1,491.68",-,-21.83,-,-,-,"163,738.00","299,738.00"
CMP,Compumedics Limited,0.02,0.68,0.57,71.43,7.63,119580000,34.83,0,-,0,-,0,-,-,0.09,0.02,2,0.04,0.04,9.86,9.86,0.08,0.08,17.66,17.66,7.93,24.77,3.48,24.77,13.7,1.75,13.7,25.31,3.55,25.31,0.35,53.51,-,53.08,13.26,8.55,8.72,109.55,4,-0.35,107.84,-,"47,967.00","82,605.00"
CMR,Compass Resources Limited,-0.04,0,-,-,-,-,-,0,-,0,-,0,-,-,-0.04,0,0,0,0,228.02,228.02,-,-,-,-,-0.2,-,-789.03,-,-97.24,-16.89,-97.24,-,-,-,-,"1,388.01",-,-,-,-,-,-,-,-,-,-,0,-
CMT,Cott Oil and Gas Ltd,0.02,0.06,0.04,39.53,0.78,5000000,2.8,0,-,0,-,0,-,-,0.08,0.06,3.24,0,0,0,0,0,0,0,0,-,35.76,-,35.76,27.07,-,27.07,35.76,-,35.76,-1.02,32.89,-,-,"-3,636.66","-3,636.66","6,860.92",-,-,-,-,-,"804,761.00","28,147.00"
CMV,CMA Corp Ltd,-0.56,0.01,-,-,-,1450000,-,0,-,0,-,0,-,-,0.01,0.03,0.38,22.74,28.63,80.36,110.61,"1,213.63",-,"4,288.04",-,-3.18,-216.46,-34.64,-222.84,-66.41,-21.2,-39.46,"-3,234.73",-59.71,"-2,021.49",-,51.82,-,24.23,-16.58,-42.59,-51.47,-,0.35,-,-,-,0,-
CMW,Cromwell Group,0.19,0.97,0.99,-1.02,1.14,1710000000,5.15,0.04,0.02,0.08,0.06,0.08,6.02,130.9,0.86,0.02,0.53,38.85,38.85,43.36,43.36,74.54,74.54,83.19,83.19,-,13.12,6.66,13.12,12.06,6.27,12.06,23.59,12.92,23.59,0.98,"1,262.96",-,88.79,34.8,37.93,101.23,30.2,12.34,29.04,14.45,32.37,2370000,2490000
CMWNA,CROMWELL NEW III,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
CMWNB,CROMWELL NEW II,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
CMWNC,CROMWELL NEW IV,-,0.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
CMY,Capital Mining Limited,0,0,0,-77.78,0.31,3700000,-,0,-,0,-,0,-,-,0,0,8.89,0,0,0,0,0,0,0,0,-,-188.79,-118.45,-188.79,-138.3,-102.01,-138.3,-188.79,-118.45,-188.79,3.48,"3,442.07",-,-,"-20,319.54","-19,190.04","-17,725.57",-,9.71,2.17,-,-,3000000,29940000
CNA,Coal &amp; Allied Industries Limited,5,124.51,115.82,8.27,7.11,10780000000,24.89,1.2,-,5.88,-,2.58,-,692.7,17.52,1.86,1.38,0.05,0.05,0.6,0.05,0.07,0.07,0.89,0.07,-,21.46,29.56,37.78,17.99,21.63,29.38,26.08,41.83,46.62,0.54,-,-,81.43,29.85,25.71,18.44,19.31,11.81,14.7,19.31,19.01,0,-
CNB,CIC Australia Ltd,0.08,0,0.82,16.44,1.03,-,0,0,-,0,-,0,-,0,0.83,0.08,1.74,0.02,0,21.2,0,0.03,0,32.1,0,-,9.77,-,14.05,7.32,-,8.48,9.82,-,14.44,0.26,5.6,-,27.12,7.88,15.24,9.87,-,-,-,-,-,0,"6,815.00"
CNC,Consolidated Capital Invtmts Ltd,-0.09,0,-,-,-,-,-,0,-,0,-,0,-,-,-0.06,0,0.38,0,0,134.13,"1,351.46",-,-,-,-,-38.17,-,-46.84,-,-125.08,-19.85,-113.49,-,-48.46,-,-,300.94,-,9.01,-34.24,-47.02,-55.21,-,-13.11,-5.45,-,-,0,-
CND,Clarius Group Limited,-0.04,0.1,0.15,-47.43,0.4,8960000,-,-,-,-,-,0.01,-,-,0.23,0.02,1.92,0.04,0.04,0.52,0.52,0.08,0.08,1.08,1.08,-16.24,-15.79,-28.91,-15.79,-8.58,-19.47,-8.58,-17.13,-29.64,-17.13,0.51,49.39,-,20.96,-0.35,-1.06,-2.09,-,-7.14,-3.74,-,-,"31,914.00","30,173.00"
CNH,China Steel Australia Ltd,-0.11,0.07,-,-,-,35580000,-,0,-,0,-,0,-,-,0.03,0,0.26,0,0,0,0,0,0,0,0,-,-111.93,-,-111.93,-103.96,-,-103.96,-111.93,-,-111.93,-,78.92,-,12.52,-214.49,-214.49,-215.71,-,-,-,-,-,0,-
CNI,Centuria Capital Ltd,0.15,1.14,0.74,119.86,0.75,260140000,7.58,0.2,0.02,0.22,0.22,0.22,19.54,3.83,1.52,0.17,-,10.41,10.41,10.41,10.41,50.82,50.82,50.82,50.82,-,2.22,1.17,2.22,2.15,1.14,2.15,10.85,7.81,10.85,0.29,203.14,-,87.54,27.37,27.37,18.11,-,5.26,-2.87,-,0.93,"29,627.00","240,726.00"
CNJ,Conico Ltd,0,0.04,0.03,250,0.69,11530000,-,0,-,0,-,0,-,-,0.05,0,4.99,0,0,0,0,0,0,0,0,-537.75,-0.38,-2.96,-0.38,-0.36,-2.85,-0.36,-0.38,-3.01,-0.38,0.5,122.65,-,-,"-16,134.52","-2,117.06","-2,147.22",-,-53.47,-,-,-,1700000,"531,894.00"
CNL,Celamin Holdings NL,-0.01,0.01,0.01,-,-,9950000,-,0,-,0,-,0,-,-,0.01,0,4.61,0,0,0,0,0,0,0,0,-15.29,-30.67,-37.94,-30.67,-28.89,-36.71,-28.89,-30.68,-37.94,-30.68,-,584.4,-,-,"-31,749.07","-31,936.22","-33,987.54",-,-24.19,-,-,-,0,-
CNNN,CARDIA DEF,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
CNP,Centro Properties Ltd,2.84,0.04,-,-,-,38900000,0.01,0,-,0,-,0,-,-,0,0.91,1.19,0,0,74.1,74.1,-,-,-,-,-,54.6,-10.42,54.6,23.78,-6.13,23.78,-,-772.21,-,2.9,852.72,-,96.3,56.83,208.29,210.04,32.81,9.58,25.86,28.01,30.45,0,7
CNQ,Carbine Tungsten Ltd,-0.01,0.01,0.03,-30.43,0.62,6280000,-,0,-,0,-,0,-,-,0.03,0,1.62,0,0,2.23,2.23,0,0,2.51,2.51,-13.03,-19.03,-22.66,-19.03,-16.92,-20.58,-16.92,-19.16,-22.68,-19.16,0.05,281.5,-,-,"-6,483.48","-9,981.39","-7,851.31",-,-42.59,11.52,-,-,"271,800.00","31,852.00"
CNQNA,CARB TUNG DEF,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
CNR,Coonawarra Australia Property Trust,-0.09,0,0.02,-,0.26,-,-,0,-,0,-,0,-,-,0.11,0,0.12,0,0,58.18,56.61,0,0,423.32,392.95,0.93,-28.75,-10.92,-29.66,-10.38,-6.53,-9.86,-52.64,-6.5,-53.87,-,11.93,-,75.36,56.05,-89.1,-61.01,-,5,-,-,-,0,-
CNU,Chorus Ltd,-,4.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"109,863.00","281,044.00"
CNW,Cirrus Networks Holdings Ltd,-0.01,0.02,0.03,-50,4.9,9220000,-,0,-,0,-,0,-,-,0,0.01,1.24,0,0,0,0,0,0,0,0,-237.73,-519.81,-59.51,-519.82,-120.93,-48.44,-120.93,-548.28,-59.66,-548.28,0.45,86.63,-,24.57,-8.29,-37.96,-38,-,41.66,67.58,-,-,0,"564,013.00"
CNX,Carbon Energy Limited,-0.06,0.01,0.01,18.18,0.61,23570000,-,0,-,0,-,0,-,-,0.02,0,0.23,0,0,17.92,17.92,0,0,24.38,24.38,-6.14,-108.66,-23.57,-108.66,-101.67,-22.98,-101.67,-118,-24.99,-118,-1.99,"1,074.02",-,88.54,-107.81,"-3,606.55","-3,670.14",-,31.38,11.59,-,-,0,-
COB,Cobalt Blue Holdings Ltd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
COE,Cooper Energy Ltd.,-0.05,0.36,0.28,142.65,1.79,237160000,-,0,-,0,-,0,-,-,0.2,0.11,4.16,1.73,1.73,1.73,1.73,3.34,3.34,3.34,3.34,-,-11.11,2.05,-11.11,-10.33,1.89,-10.33,-18.51,2.61,-18.51,1.28,558.31,-,39.87,-2.36,-128.33,-89.29,-,-12.33,-5.06,-,-,"145,495.00","735,825.00"
COF,Coffey International Limited,0.02,0,0.28,127.03,0.87,-,0,0,-,0,-,0,-,-,0.48,0.11,1.77,27.51,27.51,31.2,31.2,65.09,65.09,73.83,73.83,1.81,2.45,-6.76,2.45,1.79,-4.74,1.79,4.03,-12.03,4.03,1.79,61.33,-,62.73,4.36,2.21,0.96,-17.53,-5.71,12.75,-25.73,-16.47,0,"2,460.00"
COH,Cochlear Limited,3.3,127.39,125.34,34.15,16.41,7320000000,38.6,1.2,1.2,2.3,2.3,2.3,1.79,120.09,7.84,1.32,2.16,19.77,19.77,20.18,20.18,42.19,42.19,43.08,43.08,-,32.06,22.74,32.06,20.62,15.52,20.62,47,32.52,47,0.7,57.01,-,71.93,23.9,23.23,16.71,0.96,6.91,9.59,0.87,8.56,"175,537.00","157,540.00"
COI,Comet Ridge Ltd.,-0.01,0.09,0.06,-2.59,1.55,48900000,-,0,-,0,-,0,-,-,0.05,0,2.15,0,0,0,0,0,0,0,0,-0.94,-8.52,-16.62,-8.52,-8.27,-15.68,-8.27,-12.01,-19.41,-12.01,0.78,437.19,-,-,"-2,134.21","-2,577.63","-4,878.95",-,-54.77,-24.17,-,-,"10,000.00","150,424.00"
COJ,Commstrat Limited,-0.03,0,0.06,55.56,1.49,-,-,0,-,0,-,0,-,-,0.04,0.01,0.12,12.13,12.13,51.58,51.58,109.21,109.21,464.46,464.46,-0.17,-22.33,-6.95,-22.33,-8.88,-3.79,-8.88,-59.34,-9.4,-59.34,-0.48,16.7,-,70.38,3.64,-6.19,-10.63,-,-5.22,-7,-,-,0,-
COJN,COMMSTRAT DEF,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
COM,ComOps Limited,-0.01,0.01,0.02,-27.78,1.61,9320000,-,0,-,0,-,0,-,-,0.01,0,0.97,0,0,0,0,0,0,0,0,-64.24,-51.51,-53.52,-45.33,-35.14,-32.01,-31.28,-63.66,-60.5,-57.04,-0.71,297.38,-,98.56,-20.14,-56.38,-49.34,-,-12.36,0.02,-,-,0,"138,458.00"
COO,Corum Group Limited,0,0.06,0.08,-50,0.84,16650000,722.22,-,-,-,0,0,7.69,0,0.08,0.04,2.17,0,0,0,0,0,0,0,0,-,0.13,26.49,0.13,0.1,17.32,0.1,0.14,27.29,0.14,-1.37,49.46,-,88.8,6.81,5.79,0.16,-56.59,-5.01,0.28,-56.72,-38.84,0,"25,110.00"
COTDA,CONT INVES DEF SET,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
COTN,CONT INVES DEF,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
COU,Count Financial Limited,0.2,1.4,1.2,11.11,3.81,371220000,7.09,0.04,-,0.06,-,0.06,-,21.01,0.37,0.1,1.07,0,0,11.4,11.4,0,0,19.23,19.23,-,58.45,54.55,58.45,40.95,35.04,40.95,65.55,58.47,65.55,1.22,258.51,-,35.27,33.84,62.89,44.53,23.98,11.45,16.59,22.78,26.49,0,-
COY,Coppermoly Limited,0,0.01,0.01,100,0.66,8370000,-,0,-,0,-,0,-,-,0.02,0,1.38,0,0,9.77,9.77,0,0,11.1,11.1,-3.15,-6.28,-9.68,-6.28,-5.83,-9.3,-5.83,-6.6,-9.92,-6.6,1.95,104.6,-,-,"-5,161.18","-5,274.24","-6,814.54",-,-45.99,-,-,-,"50,000.00","137,908.00"
COYN,COPPERMOLY DEF X OPT,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
CPA,Trustee for DEXUS CPA Trust,0.1,0,1.21,6.87,1.08,-,0,0.04,-,0.07,-,0.07,-,150.2,1.15,0,0.15,21.64,19.29,24.29,24.26,30.2,27.21,33.9,34.21,2.49,6.9,1.06,4.22,6.35,0.96,3.88,8.9,1.36,5.37,0.45,122.18,-,-,72.37,70.77,55.22,-17.26,-8.9,-6.66,-24.32,-7.7,0,-
CPBDA,CAMPB.BROS DEF SET,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
CPH,Creso Pharma Ltd,-,0.22,-,-,403.23,6760000,-,-,-,0,-,-,-,-,0,0,1.15,0,-,30.56,-,0,-,158.34,-,-166.2,-,-,-,-,-,-,-,-,-,-,5.18,-,-,-,-,-,-,-,-,-,-,"108,000.00","241,164.00"
CPK,CP1 Limited,-0.53,0.01,-,-,-,-,-,0,-,0,-,0,-,9.83,0.09,0.01,0.34,0,9.34,76.45,82.26,0,282.91,"1,185.96","2,492.98",-,-103.95,-6.39,-115.48,-37.13,-3.28,-31.51,-170.18,-15.26,-130.84,-,118.7,-,-3.9,-74.05,-421.51,-361.35,-,132.2,-,-,-,0,-
CPL,Coalspur Mines Pty Ltd,-0.19,0,0.02,-,-,-,-,0,-,0,-,0,-,-,-0.07,0.01,0.06,0,0,126.49,157.81,-,-,-,-,-0.47,-259.79,-,-221.76,-147.01,-,-135.81,-476.94,-,-362.26,1.8,436.02,-,-,"-2,334.23","-40,555.36","-49,142.65",-,-,-,-,-,0,1970000
CPN,Carpathian Resources Limited,-0.01,0,0,-,-,-,-,0,-,0,-,0,-,-,-0.01,0,0.45,110,0,128.45,361.63,-,-,-,-,-7.99,"-1,549.95",-46.98,-160.52,-101.42,-34.94,-90.6,-,-50.24,-367.86,-,88.97,-,77.49,-102.76,-177.88,-175.86,-,-12.47,19.99,-,-,0,-
CPS,Computronics Holdings Limited,0,0,-,-,-,-,0,0,-,0,-,0,-,-,0,0,0.01,-,-,-,0,-,-,-,0,36.07,9.49,197.16,-,3.85,13.34,374.6,9.87,571.77,-,-,465.04,-,-,11.44,11.44,7.99,-,-,-33.81,-,-15.28,0,-
CPU,Computershare Limited,0.38,12.84,10.54,18.17,4.8,7010000000,34.03,0.17,0.17,0.32,0.33,0.32,2.6,162.37,2.64,1.37,1.65,40.3,40.3,46.84,46.84,146.38,146.38,170.13,170.13,6.4,5.19,6.07,5.19,4.16,4.96,4.16,13.93,15.27,13.93,0.92,467.88,-,28.34,25.26,13.93,8.25,-9.84,4.1,4.98,-9.63,2.23,3290000,1220000
CQC,Cuesta Coal Ltd,-0.01,0,0.02,-4,0.2,-,-,0,-,0,-,0,-,-,0.12,0.01,1.81,3.71,0,5.15,7.03,3.99,0,5.54,7.63,-,-8.62,-,-6.15,-8.04,-,-5.73,-8.62,-,-6.29,1.05,34.65,-,-,"-3,808.79","-5,871.43","-6,094.50",-,-,-,-,-,0,"89,758.00"
CQO,Charter Hall Office Trust,0.14,3.09,2.95,2.92,0.82,1520000000,22.78,0.11,-,0.2,-,0.22,-,72.3,3.76,0.34,1.42,12.31,21.07,23.62,21.07,21.4,32.38,41.08,32.38,2.35,2.61,-0.09,3.78,2.18,-0.08,3.13,3.56,-0.14,5.47,1.97,423.46,-,61.73,76.68,34.09,34.29,-22.2,2.3,9.32,-35.66,-14.77,0,-
CQR,Charter Hall Retail REIT,0.46,4.22,4.46,3.93,1.12,1710000000,9.21,0.14,0.14,0.28,0.28,0.28,6.67,86.2,3.79,0.03,0.59,32.9,32.9,32.9,32.9,52.58,52.58,52.58,52.58,-,8.67,6.2,8.67,7.94,5.61,7.94,12.54,9.61,12.54,0.72,288.09,-,68.05,61.63,38.98,85.28,16.12,3.12,-0.99,10.21,-7.47,1090000,"942,082.00"
CR8,Cre8tek Ltd,0.05,0.08,0.05,-,7.99,34060000,1.57,0,-,0,-,0,-,-,0.01,0.01,17.56,0,0,0,0,0,0,0,0,"-1,617.23",-,-28.73,-,76,-21.19,76,-,-33.36,-,-,329.53,-,-,"-13,886.76","6,999.34","6,990.60",-,-42.12,-35.41,-,-,5770000,8850000
CRB,Carbine Resources Ltd,-0.03,0.12,0.18,57.53,6.33,23160000,-,0,-,0,-,0,-,-,0.02,0.02,16.94,0,0,0,0,0,0,0,0,-,-175.62,-41.51,-54.98,-138.33,-39.43,-53.13,-175.62,-41.51,-54.98,0.87,115.79,-,-,"-7,001.92","-7,004.79","-5,706.11",-,-7.54,-,-,-,"149,915.00","239,209.00"
CRC,Dargues Gold Mine Pty Ltd,-0.01,0,0.09,-36,0.69,-,-,0,-,0,-,0,-,-,0.14,0.02,5.73,0,0,0,0,0,0,0,0,-,-8.58,-7.99,-8.58,-8.4,-7.55,-8.4,-8.58,-7.99,-8.58,0.76,221.27,-,-,"-3,283.50","-3,342.08","-2,715.85",-,-6.51,-,-,-,0,-
CRE,Focus Minerals (Laverton) Pty Ltd,-0.05,0.05,0.06,1.89,2.11,66820000,-,0,-,0,-,0,-,-,0.03,0,1.81,0,0.05,2.59,18.59,0,0.13,4.29,54.8,-7.65,-146.68,-54.2,-157.13,-80.8,-43.53,-98.48,-176.99,-61.84,-193.77,-0.27,49.5,-,-0.77,-29.06,-44.17,-44.17,-,205.14,-,-,-,0,-
