symbol,GICSSector,GICSIndustryGroup,GICSIndustry
ABV,Consumer Discretionary,Automobiles & Components,Auto Components
ARB,Consumer Discretionary,Automobiles & Components,Auto Components
DDT,Consumer Discretionary,Automobiles & Components,Auto Components
GUD,Consumer Discretionary,Automobiles & Components,Auto Components
PWH,Consumer Discretionary,Automobiles & Components,Auto Components
SFC,Consumer Discretionary,Automobiles & Components,Auto Components
SIX,Consumer Discretionary,Automobiles & Components,Auto Components
4WD,Consumer Discretionary,Automobiles & Components,Auto Components
ATL,Consumer Discretionary,Automobiles & Components,Automobiles
VMT,Consumer Discretionary,Automobiles & Components,Automobiles
AKP,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
BRG,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
FWD,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
GAP,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
IOT,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
KRS,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
MCP,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
1AL,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
QTM,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
SHU,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
SHM,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
SIO,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
TWD,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
FAN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
CYQ,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products
WAT,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products
ATP,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods"
GZL,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods"
GLE,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods"
GLB,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods"
MHI,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods"
MHD,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods"
XPD,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods"
BBG,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods"
KFG,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods"
3PL,Consumer Discretionary,Consumer Services,Diversified Consumer Services
AKG,Consumer Discretionary,Consumer Services,Diversified Consumer Services
ACO,Consumer Discretionary,Consumer Services,Diversified Consumer Services
EVO,Consumer Discretionary,Consumer Services,Diversified Consumer Services
GEM,Consumer Discretionary,Consumer Services,Diversified Consumer Services
IB8,Consumer Discretionary,Consumer Services,Diversified Consumer Services
ICT,Consumer Discretionary,Consumer Services,Diversified Consumer Services
IEL,Consumer Discretionary,Consumer Services,Diversified Consumer Services
IVC,Consumer Discretionary,Consumer Services,Diversified Consumer Services
ISU,Consumer Discretionary,Consumer Services,Diversified Consumer Services
KME,Consumer Discretionary,Consumer Services,Diversified Consumer Services
MFD,Consumer Discretionary,Consumer Services,Diversified Consumer Services
NVT,Consumer Discretionary,Consumer Services,Diversified Consumer Services
PFP,Consumer Discretionary,Consumer Services,Diversified Consumer Services
RDH,Consumer Discretionary,Consumer Services,Diversified Consumer Services
RTE,Consumer Discretionary,Consumer Services,Diversified Consumer Services
SCT,Consumer Discretionary,Consumer Services,Diversified Consumer Services
SHJ,Consumer Discretionary,Consumer Services,Diversified Consumer Services
SIT,Consumer Discretionary,Consumer Services,Diversified Consumer Services
SGH,Consumer Discretionary,Consumer Services,Diversified Consumer Services
SGU,Consumer Discretionary,Consumer Services,Diversified Consumer Services
TNK,Consumer Discretionary,Consumer Services,Diversified Consumer Services
TFG,Consumer Discretionary,Consumer Services,Diversified Consumer Services
UCW,Consumer Discretionary,Consumer Services,Diversified Consumer Services
AFJ,Consumer Discretionary,Consumer Services,Diversified Consumer Services
LFC,Consumer Discretionary,Consumer Services,Diversified Consumer Services
VET,Consumer Discretionary,Consumer Services,Diversified Consumer Services
AGI,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
AQS,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
AAD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
ALL,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
CKF,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
CTD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
CWN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
DMP,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
DNA,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
ENN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
EBG,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
EXP,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
FLT,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
FCG,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
HLO,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
IDZ,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
JIN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
OLI,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
RCT,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
RBD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
RFG,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
SLK,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
SVH,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
SKC,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
TAH,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
TTS,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
SGR,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
TBH,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
TCO,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
TAU,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
MTR,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
NHH,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
PEG,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
AAU,Consumer Discretionary,Media,Media
APO,Consumer Discretionary,Media,Media
DIG,Consumer Discretionary,Media,Media
ASP,Consumer Discretionary,Media,Media
BYI,Consumer Discretionary,Media,Media
BBL,Consumer Discretionary,Media,Media
CM8,Consumer Discretionary,Media,Media
CSK,Consumer Discretionary,Media,Media
EGG,Consumer Discretionary,Media,Media
EVT,Consumer Discretionary,Media,Media
FXJ,Consumer Discretionary,Media,Media
GTN,Consumer Discretionary,Media,Media
HT1,Consumer Discretionary,Media,Media
IS3,Consumer Discretionary,Media,Media
ICQ,Consumer Discretionary,Media,Media
ITL,Consumer Discretionary,Media,Media
IGL,Consumer Discretionary,Media,Media
MRN,Consumer Discretionary,Media,Media
NCL,Consumer Discretionary,Media,Media
NWS,Consumer Discretionary,Media,Media
NEC,Consumer Discretionary,Media,Media
NZM,Consumer Discretionary,Media,Media
OML,Consumer Discretionary,Media,Media
PNW,Consumer Discretionary,Media,Media
PRT,Consumer Discretionary,Media,Media
QMS,Consumer Discretionary,Media,Media
R3D,Consumer Discretionary,Media,Media
SWM,Consumer Discretionary,Media,Media
SKT,Consumer Discretionary,Media,Media
SXL,Consumer Discretionary,Media,Media
TMP,Consumer Discretionary,Media,Media
VRL,Consumer Discretionary,Media,Media
WPP,Consumer Discretionary,Media,Media
XTD,Consumer Discretionary,Media,Media
XTV,Consumer Discretionary,Media,Media
TEN,Consumer Discretionary,Media,Media
AUN,Consumer Discretionary,Media,Media
OOH,Consumer Discretionary,Media,Media
BAP,Consumer Discretionary,Retailing,Distributors
BDA,Consumer Discretionary,Retailing,Distributors
BPG,Consumer Discretionary,Retailing,Distributors
DW8,Consumer Discretionary,Retailing,Distributors
DLC,Consumer Discretionary,Retailing,Distributors
FUN,Consumer Discretionary,Retailing,Distributors
JAT,Consumer Discretionary,Retailing,Distributors
NTD,Consumer Discretionary,Retailing,Distributors
RHL,Consumer Discretionary,Retailing,Distributors
SNL,Consumer Discretionary,Retailing,Distributors
TTA,Consumer Discretionary,Retailing,Distributors
NNW,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail
E88,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail
HT8,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail
JAY,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail
KGN,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail
SRF,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail
TPW,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail
TME,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail
WEB,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail
WHK,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail
HVN,Consumer Discretionary,Retailing,Multiline Retail
MYR,Consumer Discretionary,Retailing,Multiline Retail
TRS,Consumer Discretionary,Retailing,Multiline Retail
AX1,Consumer Discretionary,Retailing,Specialty Retail
ADH,Consumer Discretionary,Retailing,Specialty Retail
AMA,Consumer Discretionary,Retailing,Specialty Retail
APE,Consumer Discretionary,Retailing,Specialty Retail
AU8,Consumer Discretionary,Retailing,Specialty Retail
AHG,Consumer Discretionary,Retailing,Specialty Retail
ASG,Consumer Discretionary,Retailing,Specialty Retail
BBN,Consumer Discretionary,Retailing,Specialty Retail
BLX,Consumer Discretionary,Retailing,Specialty Retail
BGP,Consumer Discretionary,Retailing,Specialty Retail
CCV,Consumer Discretionary,Retailing,Specialty Retail
GFY,Consumer Discretionary,Retailing,Specialty Retail
GXL,Consumer Discretionary,Retailing,Specialty Retail
JBH,Consumer Discretionary,Retailing,Specialty Retail
JYC,Consumer Discretionary,Retailing,Specialty Retail
KMD,Consumer Discretionary,Retailing,Specialty Retail
LOV,Consumer Discretionary,Retailing,Specialty Retail
MHJ,Consumer Discretionary,Retailing,Specialty Retail
MTO,Consumer Discretionary,Retailing,Specialty Retail
NCK,Consumer Discretionary,Retailing,Specialty Retail
NBL,Consumer Discretionary,Retailing,Specialty Retail
ORL,Consumer Discretionary,Retailing,Specialty Retail
PKA,Consumer Discretionary,Retailing,Specialty Retail
PMV,Consumer Discretionary,Retailing,Specialty Retail
SSG,Consumer Discretionary,Retailing,Specialty Retail
SFH,Consumer Discretionary,Retailing,Specialty Retail
SRY,Consumer Discretionary,Retailing,Specialty Retail
SBB,Consumer Discretionary,Retailing,Specialty Retail
SUL,Consumer Discretionary,Retailing,Specialty Retail
PGR,Consumer Discretionary,Retailing,Specialty Retail
TGA,Consumer Discretionary,Retailing,Specialty Retail
TRA,Consumer Discretionary,Retailing,Specialty Retail
VTG,Consumer Discretionary,Retailing,Specialty Retail
CTY,Consumer Discretionary,Retailing,Specialty Retail
DSH,Consumer Discretionary,Retailing,Specialty Retail
MTS,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing
WES,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing
WQW,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing
WOW,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing
AVG,Consumer Staples,"Food, Beverage & Tobacco",Beverages
ABT,Consumer Staples,"Food, Beverage & Tobacco",Food Products
AS1,Consumer Staples,"Food, Beverage & Tobacco",Food Products
AAC,Consumer Staples,"Food, Beverage & Tobacco",Food Products
AAP,Consumer Staples,"Food, Beverage & Tobacco",Food Products
AHF,Consumer Staples,"Food, Beverage & Tobacco",Food Products
AWY,Consumer Staples,"Food, Beverage & Tobacco",Beverages
BEE,Consumer Staples,"Food, Beverage & Tobacco",Beverages
CCB,Consumer Staples,"Food, Beverage & Tobacco",Beverages
CCL,Consumer Staples,"Food, Beverage & Tobacco",Beverages
GRB,Consumer Staples,"Food, Beverage & Tobacco",Beverages
RGP,Consumer Staples,"Food, Beverage & Tobacco",Beverages
TB8,Consumer Staples,"Food, Beverage & Tobacco",Beverages
TWE,Consumer Staples,"Food, Beverage & Tobacco",Beverages
FGL,Consumer Staples,"Food, Beverage & Tobacco",Beverages
BGA,Consumer Staples,"Food, Beverage & Tobacco",Food Products
BAL,Consumer Staples,"Food, Beverage & Tobacco",Food Products
BFC,Consumer Staples,"Food, Beverage & Tobacco",Food Products
BAH,Consumer Staples,"Food, Beverage & Tobacco",Food Products
BUB,Consumer Staples,"Food, Beverage & Tobacco",Food Products
BUG,Consumer Staples,"Food, Beverage & Tobacco",Food Products
CZZ,Consumer Staples,"Food, Beverage & Tobacco",Food Products
CDC,Consumer Staples,"Food, Beverage & Tobacco",Food Products
CSS,Consumer Staples,"Food, Beverage & Tobacco",Food Products
CGC,Consumer Staples,"Food, Beverage & Tobacco",Food Products
DFM,Consumer Staples,"Food, Beverage & Tobacco",Food Products
ELD,Consumer Staples,"Food, Beverage & Tobacco",Food Products
EPA,Consumer Staples,"Food, Beverage & Tobacco",Food Products
FRM,Consumer Staples,"Food, Beverage & Tobacco",Food Products
FFI,Consumer Staples,"Food, Beverage & Tobacco",Food Products
FSF,Consumer Staples,"Food, Beverage & Tobacco",Food Products
FNP,Consumer Staples,"Food, Beverage & Tobacco",Food Products
GNC,Consumer Staples,"Food, Beverage & Tobacco",Food Products
HUO,Consumer Staples,"Food, Beverage & Tobacco",Food Products
ING,Consumer Staples,"Food, Beverage & Tobacco",Food Products
JJF,Consumer Staples,"Food, Beverage & Tobacco",Food Products
LON,Consumer Staples,"Food, Beverage & Tobacco",Food Products
MTM,Consumer Staples,"Food, Beverage & Tobacco",Food Products
MGC,Consumer Staples,"Food, Beverage & Tobacco",Food Products
MCA,Consumer Staples,"Food, Beverage & Tobacco",Food Products
MRG,Consumer Staples,"Food, Beverage & Tobacco",Food Products
NZK,Consumer Staples,"Food, Beverage & Tobacco",Food Products
OGA,Consumer Staples,"Food, Beverage & Tobacco",Food Products
PDF,Consumer Staples,"Food, Beverage & Tobacco",Food Products
RIC,Consumer Staples,"Food, Beverage & Tobacco",Food Products
SFG,Consumer Staples,"Food, Beverage & Tobacco",Food Products
SHV,Consumer Staples,"Food, Beverage & Tobacco",Food Products
SBI,Consumer Staples,"Food, Beverage & Tobacco",Food Products
SM1,Consumer Staples,"Food, Beverage & Tobacco",Food Products
TFL,Consumer Staples,"Food, Beverage & Tobacco",Food Products
TGR,Consumer Staples,"Food, Beverage & Tobacco",Food Products
TGH,Consumer Staples,"Food, Beverage & Tobacco",Food Products
A2M,Consumer Staples,"Food, Beverage & Tobacco",Food Products
FOD,Consumer Staples,"Food, Beverage & Tobacco",Food Products
WHA,Consumer Staples,"Food, Beverage & Tobacco",Food Products
WBA,Consumer Staples,"Food, Beverage & Tobacco",Food Products
WLD,Consumer Staples,"Food, Beverage & Tobacco",Food Products
WNR,Consumer Staples,"Food, Beverage & Tobacco",Food Products
YOW,Consumer Staples,"Food, Beverage & Tobacco",Food Products
PFL,Consumer Staples,"Food, Beverage & Tobacco",Food Products
WCB,Consumer Staples,"Food, Beverage & Tobacco",Food Products
MSF,Consumer Staples,"Food, Beverage & Tobacco",Food Products
PTL,Consumer Staples,Household & Personal Products,Household Products
AHY,Consumer Staples,Household & Personal Products,Personal Products
BKL,Consumer Staples,Household & Personal Products,Personal Products
BWX,Consumer Staples,Household & Personal Products,Personal Products
EHH,Consumer Staples,Household & Personal Products,Personal Products
EXL,Consumer Staples,Household & Personal Products,Personal Products
HCT,Consumer Staples,Household & Personal Products,Personal Products
SKN,Consumer Staples,Household & Personal Products,Personal Products
S66,Consumer Staples,Household & Personal Products,Personal Products
VIT,Consumer Staples,Household & Personal Products,Personal Products
TIL,Consumer Staples,Household & Personal Products,Personal Products
LWP,Energy,Energy,Energy Equipment & Services
MCE,Energy,Energy,Energy Equipment & Services
NMS,Energy,Energy,Energy Equipment & Services
VMX,Energy,Energy,Energy Equipment & Services
WOR,Energy,Energy,Energy Equipment & Services
TDO,Energy,Energy,"Oil, Gas & Consumable Fuels"
88E,Energy,Energy,"Oil, Gas & Consumable Fuels"
ACB,Energy,Energy,"Oil, Gas & Consumable Fuels"
BCL,Energy,Energy,"Oil, Gas & Consumable Fuels"
ABL,Energy,Energy,"Oil, Gas & Consumable Fuels"
AJC,Energy,Energy,"Oil, Gas & Consumable Fuels"
ADD,Energy,Energy,"Oil, Gas & Consumable Fuels"
ADX,Energy,Energy,"Oil, Gas & Consumable Fuels"
AFR,Energy,Energy,"Oil, Gas & Consumable Fuels"
AEB,Energy,Energy,"Oil, Gas & Consumable Fuels"
AGE,Energy,Energy,"Oil, Gas & Consumable Fuels"
AOW,Energy,Energy,"Oil, Gas & Consumable Fuels"
AVD,Energy,Energy,"Oil, Gas & Consumable Fuels"
AJQ,Energy,Energy,"Oil, Gas & Consumable Fuels"
AEE,Energy,Energy,"Oil, Gas & Consumable Fuels"
AQJ,Energy,Energy,"Oil, Gas & Consumable Fuels"
AUH,Energy,Energy,"Oil, Gas & Consumable Fuels"
AOK,Energy,Energy,"Oil, Gas & Consumable Fuels"
ATS,Energy,Energy,"Oil, Gas & Consumable Fuels"
BMN,Energy,Energy,"Oil, Gas & Consumable Fuels"
BKP,Energy,Energy,"Oil, Gas & Consumable Fuels"
BAS,Energy,Energy,"Oil, Gas & Consumable Fuels"
BPT,Energy,Energy,"Oil, Gas & Consumable Fuels"
BKY,Energy,Energy,"Oil, Gas & Consumable Fuels"
BSP,Energy,Energy,"Oil, Gas & Consumable Fuels"
BLZ,Energy,Energy,"Oil, Gas & Consumable Fuels"
BUL,Energy,Energy,"Oil, Gas & Consumable Fuels"
BUY,Energy,Energy,"Oil, Gas & Consumable Fuels"
BRK,Energy,Energy,"Oil, Gas & Consumable Fuels"
BRU,Energy,Energy,"Oil, Gas & Consumable Fuels"
BYE,Energy,Energy,"Oil, Gas & Consumable Fuels"
CE1,Energy,Energy,"Oil, Gas & Consumable Fuels"
CTX,Energy,Energy,"Oil, Gas & Consumable Fuels"
CNX,Energy,Energy,"Oil, Gas & Consumable Fuels"
CRM,Energy,Energy,"Oil, Gas & Consumable Fuels"
CVN,Energy,Energy,"Oil, Gas & Consumable Fuels"
CXU,Energy,Energy,"Oil, Gas & Consumable Fuels"
CTP,Energy,Energy,"Oil, Gas & Consumable Fuels"
CEL,Energy,Energy,"Oil, Gas & Consumable Fuels"
COI,Energy,Energy,"Oil, Gas & Consumable Fuels"
COE,Energy,Energy,"Oil, Gas & Consumable Fuels"
CCJ,Energy,Energy,"Oil, Gas & Consumable Fuels"
CUE,Energy,Energy,"Oil, Gas & Consumable Fuels"
DYL,Energy,Energy,"Oil, Gas & Consumable Fuels"
DEV,Energy,Energy,"Oil, Gas & Consumable Fuels"
DOR,Energy,Energy,"Oil, Gas & Consumable Fuels"
EER,Energy,Energy,"Oil, Gas & Consumable Fuels"
EWE,Energy,Energy,"Oil, Gas & Consumable Fuels"
EPM,Energy,Energy,"Oil, Gas & Consumable Fuels"
EDE,Energy,Energy,"Oil, Gas & Consumable Fuels"
EXR,Energy,Energy,"Oil, Gas & Consumable Fuels"
ELK,Energy,Energy,"Oil, Gas & Consumable Fuels"
EMP,Energy,Energy,"Oil, Gas & Consumable Fuels"
EEG,Energy,Energy,"Oil, Gas & Consumable Fuels"
EGO,Energy,Energy,"Oil, Gas & Consumable Fuels"
ENX,Energy,Energy,"Oil, Gas & Consumable Fuels"
EME,Energy,Energy,"Oil, Gas & Consumable Fuels"
ERA,Energy,Energy,"Oil, Gas & Consumable Fuels"
EOR,Energy,Energy,"Oil, Gas & Consumable Fuels"
ETE,Energy,Energy,"Oil, Gas & Consumable Fuels"
E2E,Energy,Energy,"Oil, Gas & Consumable Fuels"
FAR,Energy,Energy,"Oil, Gas & Consumable Fuels"
FIN,Energy,Energy,"Oil, Gas & Consumable Fuels"
FZR,Energy,Energy,"Oil, Gas & Consumable Fuels"
FDM,Energy,Energy,"Oil, Gas & Consumable Fuels"
FPL,Energy,Energy,"Oil, Gas & Consumable Fuels"
GLL,Energy,Energy,"Oil, Gas & Consumable Fuels"
GGX,Energy,Energy,"Oil, Gas & Consumable Fuels"
GEV,Energy,Energy,"Oil, Gas & Consumable Fuels"
GBP,Energy,Energy,"Oil, Gas & Consumable Fuels"
GGE,Energy,Energy,"Oil, Gas & Consumable Fuels"
GPP,Energy,Energy,"Oil, Gas & Consumable Fuels"
GRV,Energy,Energy,"Oil, Gas & Consumable Fuels"
HOG,Energy,Energy,"Oil, Gas & Consumable Fuels"
HE8,Energy,Energy,"Oil, Gas & Consumable Fuels"
HPR,Energy,Energy,"Oil, Gas & Consumable Fuels"
HZN,Energy,Energy,"Oil, Gas & Consumable Fuels"
ICN,Energy,Energy,"Oil, Gas & Consumable Fuels"
IKW,Energy,Energy,"Oil, Gas & Consumable Fuels"
INK,Energy,Energy,"Oil, Gas & Consumable Fuels"
IND,Energy,Energy,"Oil, Gas & Consumable Fuels"
IHS,Energy,Energy,"Oil, Gas & Consumable Fuels"
IEC,Energy,Energy,"Oil, Gas & Consumable Fuels"
IPB,Energy,Energy,"Oil, Gas & Consumable Fuels"
JKA,Energy,Energy,"Oil, Gas & Consumable Fuels"
JPR,Energy,Energy,"Oil, Gas & Consumable Fuels"
KLR,Energy,Energy,"Oil, Gas & Consumable Fuels"
KIK,Energy,Energy,"Oil, Gas & Consumable Fuels"
KLH,Energy,Energy,"Oil, Gas & Consumable Fuels"
KRL,Energy,Energy,"Oil, Gas & Consumable Fuels"
KAR,Energy,Energy,"Oil, Gas & Consumable Fuels"
KEY,Energy,Energy,"Oil, Gas & Consumable Fuels"
KPL,Energy,Energy,"Oil, Gas & Consumable Fuels"
KKO,Energy,Energy,"Oil, Gas & Consumable Fuels"
LKO,Energy,Energy,"Oil, Gas & Consumable Fuels"
LAM,Energy,Energy,"Oil, Gas & Consumable Fuels"
LCK,Energy,Energy,"Oil, Gas & Consumable Fuels"
LIO,Energy,Energy,"Oil, Gas & Consumable Fuels"
LNG,Energy,Energy,"Oil, Gas & Consumable Fuels"
LGO,Energy,Energy,"Oil, Gas & Consumable Fuels"
LRM,Energy,Energy,"Oil, Gas & Consumable Fuels"
MHC,Energy,Energy,"Oil, Gas & Consumable Fuels"
MEY,Energy,Energy,"Oil, Gas & Consumable Fuels"
MEU,Energy,Energy,"Oil, Gas & Consumable Fuels"
MCM,Energy,Energy,"Oil, Gas & Consumable Fuels"
MMR,Energy,Energy,"Oil, Gas & Consumable Fuels"
MAY,Energy,Energy,"Oil, Gas & Consumable Fuels"
MEL,Energy,Energy,"Oil, Gas & Consumable Fuels"
MMI,Energy,Energy,"Oil, Gas & Consumable Fuels"
MBT,Energy,Energy,"Oil, Gas & Consumable Fuels"
MPO,Energy,Energy,"Oil, Gas & Consumable Fuels"
MRV,Energy,Energy,"Oil, Gas & Consumable Fuels"
NAE,Energy,Energy,"Oil, Gas & Consumable Fuels"
NHC,Energy,Energy,"Oil, Gas & Consumable Fuels"
NSE,Energy,Energy,"Oil, Gas & Consumable Fuels"
NGE,Energy,Energy,"Oil, Gas & Consumable Fuels"
NWE,Energy,Energy,"Oil, Gas & Consumable Fuels"
NGY,Energy,Energy,"Oil, Gas & Consumable Fuels"
OXX,Energy,Energy,"Oil, Gas & Consumable Fuels"
ODN,Energy,Energy,"Oil, Gas & Consumable Fuels"
ODY,Energy,Energy,"Oil, Gas & Consumable Fuels"
OSH,Energy,Energy,"Oil, Gas & Consumable Fuels"
OEX,Energy,Energy,"Oil, Gas & Consumable Fuels"
ORG,Energy,Energy,"Oil, Gas & Consumable Fuels"
OEL,Energy,Energy,"Oil, Gas & Consumable Fuels"
PDN,Energy,Energy,"Oil, Gas & Consumable Fuels"
PZC,Energy,Energy,"Oil, Gas & Consumable Fuels"
PCL,Energy,Energy,"Oil, Gas & Consumable Fuels"
PNL,Energy,Energy,"Oil, Gas & Consumable Fuels"
PKO,Energy,Energy,"Oil, Gas & Consumable Fuels"
PEN,Energy,Energy,"Oil, Gas & Consumable Fuels"
PRL,Energy,Energy,"Oil, Gas & Consumable Fuels"
PSA,Energy,Energy,"Oil, Gas & Consumable Fuels"
PGY,Energy,Energy,"Oil, Gas & Consumable Fuels"
PGS,Energy,Energy,"Oil, Gas & Consumable Fuels"
PVE,Energy,Energy,"Oil, Gas & Consumable Fuels"
POW,Energy,Energy,"Oil, Gas & Consumable Fuels"
PVD,Energy,Energy,"Oil, Gas & Consumable Fuels"
RRS,Energy,Energy,"Oil, Gas & Consumable Fuels"
REL,Energy,Energy,"Oil, Gas & Consumable Fuels"
RAW,Energy,Energy,"Oil, Gas & Consumable Fuels"
RLE,Energy,Energy,"Oil, Gas & Consumable Fuels"
RMP,Energy,Energy,"Oil, Gas & Consumable Fuels"
ROG,Energy,Energy,"Oil, Gas & Consumable Fuels"
RNU,Energy,Energy,"Oil, Gas & Consumable Fuels"
RES,Energy,Energy,"Oil, Gas & Consumable Fuels"
REY,Energy,Energy,"Oil, Gas & Consumable Fuels"
SGC,Energy,Energy,"Oil, Gas & Consumable Fuels"
SAN,Energy,Energy,"Oil, Gas & Consumable Fuels"
SSN,Energy,Energy,"Oil, Gas & Consumable Fuels"
STO,Energy,Energy,"Oil, Gas & Consumable Fuels"
SXY,Energy,Energy,"Oil, Gas & Consumable Fuels"
SEH,Energy,Energy,"Oil, Gas & Consumable Fuels"
SKP,Energy,Energy,"Oil, Gas & Consumable Fuels"
SPB,Energy,Energy,"Oil, Gas & Consumable Fuels"
SPX,Energy,Energy,"Oil, Gas & Consumable Fuels"
SMR,Energy,Energy,"Oil, Gas & Consumable Fuels"
GAS,Energy,Energy,"Oil, Gas & Consumable Fuels"
SXA,Energy,Energy,"Oil, Gas & Consumable Fuels"
STX,Energy,Energy,"Oil, Gas & Consumable Fuels"
SMM,Energy,Energy,"Oil, Gas & Consumable Fuels"
SUR,Energy,Energy,"Oil, Gas & Consumable Fuels"
SEA,Energy,Energy,"Oil, Gas & Consumable Fuels"
SYS,Energy,Energy,"Oil, Gas & Consumable Fuels"
TPD,Energy,Energy,"Oil, Gas & Consumable Fuels"
TMK,Energy,Energy,"Oil, Gas & Consumable Fuels"
TAP,Energy,Energy,"Oil, Gas & Consumable Fuels"
TEX,Energy,Energy,"Oil, Gas & Consumable Fuels"
TER,Energy,Energy,"Oil, Gas & Consumable Fuels"
TEK,Energy,Energy,"Oil, Gas & Consumable Fuels"
TOU,Energy,Energy,"Oil, Gas & Consumable Fuels"
TOE,Energy,Energy,"Oil, Gas & Consumable Fuels"
TEG,Energy,Energy,"Oil, Gas & Consumable Fuels"
TNP,Energy,Energy,"Oil, Gas & Consumable Fuels"
UIL,Energy,Energy,"Oil, Gas & Consumable Fuels"
UNV,Energy,Energy,"Oil, Gas & Consumable Fuels"
USA,Energy,Energy,"Oil, Gas & Consumable Fuels"
VMY,Energy,Energy,"Oil, Gas & Consumable Fuels"
SOL,Energy,Energy,"Oil, Gas & Consumable Fuels"
WEC,Energy,Energy,"Oil, Gas & Consumable Fuels"
WBE,Energy,Energy,"Oil, Gas & Consumable Fuels"
WHC,Energy,Energy,"Oil, Gas & Consumable Fuels"
