"symbol","previousClose","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio"
"PWH",2.23,,,"9/1/2016",-0.08,-0.0359,"2017-02-03",2.09,2.25,2.15,3.45,2.09,215000000,,"ASX",43307,0.09,0.08,0.37,16960000,4.71,6.08,23.12,2.99,26.88,16.54,"0.00"
"PWN",0.021,,,,0,0,"2017-02-03",0.021,0.023,0.021,0.064,0.019,8039999.999999999,,"ASX",523882,-0.001,,0.019,-2150000,,1.105,,0,,,"0.000"
"PXS",0.28,,,,-0.005,-0.01786,"2017-02-03",0.275,0.28,0.275,0.34,0.23,87220000,,"ASX",125436,-0.045,-0.03,0.066,-16190000.000000002,10.47,4.242,,0,,,"0.000"
"PXUPA",13.56,,,,0.141,0.0104,"2017-02-03",13.701,14,13.701,14,6.23,,,"ASX",1780,-1,,0,,,,,0,,,
"PYC",0.035,,,,-0.002,-0.05714,"2017-02-03",0.033,0.035,0.033,0.038,0.011,66140000,,"ASX",1071958,-0.002,0,0.003,-6100000,65190.363,11.667,,0,,,"0.000"
"PZC",0.005,,,"10/18/2004",0.001,0.2,"2017-02-03",0.004,0.006,0.006,0.01,0.003,2940000,,"ASX",274000,-0.001,,0.022,"-604072.00",5718.695,0.227,,0,,,"0.000"
"QAN",3.3,5.78,0.15,"9/7/2016",-0.05,-0.0152,"2017-02-03",3.2,3.29,3.25,4.22,2.58,6190000000,,"ASX",7470906,0.49,0.53,1.71,2600000000,0.39,1.93,6.58,0.33,6.13,6.02,"0.00"
"QBE",12.54,5.43,0.52,"8/25/2016",-0.08,-0.0064,"2017-02-03",12.41,12.63,12.46,12.85,9.23,17070000000,,"ASX",5447102,0.34,0.56,7.54,1210000000,1.38,1.66,37.08,2.35,22.25,18.32,"0.00"
"QBL",0.008,,,,0,0,"2017-02-03",0.008,0.009,0.008,0.014,0.006,9620000,,"ASX",460000,-0.002,,0.009,-1240000,,0.889,,0,,,"0.000"
"QHL",0.1,,,,0.005,0.05,"2017-02-03",0.1,0.105,0.105,0.16,0.095,59060000,,"ASX",9000,-0.012,0,0.025,"672999.00",1.122,4,,0,,,"0.000"
"QIP",1.96,,,,-0.1,-0.051,"2017-02-03",1.86,1.99,1.86,2.52,1.86,,,"ASX",49466,0.12,0.13,0,"0.00",,,,0,14.31,12.4,"0.00"
"QMS",1.09,,,"9/12/2016",0,0,"2017-02-03",1.08,1.09,1.09,1.4,1.05,329090000,,"ASX",33529,0.05,0.07,0.57,28890000,2.94,1.92,22.71,0,15.57,13.63,"0.00"
"QOZ",12.85,,,,-0.18,-0.013999999999999999,"2017-02-03",12.67,12.8,12.67,13.04,10.13,,,"ASX",88238,,,0,,,,,0,,,
"QST",0.15,,,,-0.01,-0.0667,"2017-02-03",0.14,0.14,0.14,0.14,0.06,7090000,,"ASX",1056,-0.02,,0.06,"-875156.00",0.93,2.46,,0,,,"0.00"
"QUAL",18.89,,,,0.01,0.0005,"2017-02-03",18.86,18.94,18.9,20.25,17.42,,,"ASX",23877,,,0,,,,,0,,,
"QUB",2.31,,,"3/8/2016",0,0,"2017-02-03",2.29,2.32,2.31,2.81,1.9,2990000000,,"ASX",2823350,0.07,0.09,1.5,232200000,2.33,1.54,32.08,1.57,25.67,23.1,"0.00"
"QUR",0.014,,,,0.001,0.07143,"2017-02-03",0.013,0.015,0.015,0.075,0.012,2840000,,"ASX",1252292,-0.013,,0,-1450000,69682.797,,,0,,,"0.000"
"QVE",1.285,,,"3/18/2016",0.02,0.015560000000000001,"2017-02-03",1.29,1.31,1.305,1.33,0.995,288910000,,"ASX",147715,0.028,,1.073,"0.00",31.984,1.198,46.607,0,,,"0.000"
"RAN",1.15,,,,-0.01,-0.0087,"2017-02-03",1.14,1.16,1.14,1.57,0.96,186290000,,"ASX",42911,-0.04,-0.01,0.04,-7130000,488.79,31.94,,0,,114,"0.00"
"RAP",0.33,,,,-0.005,-0.015149999999999999,"2017-02-03",0.325,0.33,0.325,0.55,0.12,211290000,,"ASX",369006,-0.007,,0.025,"0.00",,13.2,,0,,,"0.000"
"RBL",0.99,,,,-0.01,-0.0101,"2017-02-03",0.97,0.99,0.98,1.53,0.78,194380000,,"ASX",100545,-0.13,-0.06,0.2,-11490000,1.71,5.03,,0,,,"0.00"
"RBO",0.1,,,,-0.007,-0.07,"2017-02-03",0.093,0.1,0.093,0.193,0.093,,,"ASX",1607101,,,0,"0.00",,,,0,,,"0.000"
"RCE",0.22,,,,0.01,0.0455,"2017-02-03",0.22,0.23,0.23,0.44,0.14,16710000,,"ASX",96213,-0.09,,0.05,-4630000,90.28,4.58,,0,,,"0.00"
"RCG",1.35,,,"9/8/2016",-0.03,-0.0222,"2017-02-03",1.31,1.36,1.32,1.93,1.22,647200000,,"ASX",702359,0.06,0.09,0.62,61440000,1.51,2.17,20.62,0.52,14.67,12,"0.00"
"RCR",3.09,,,"3/9/2016",0.02,0.006500000000000001,"2017-02-03",3.1,3.18,3.11,3.18,1.11,432360000,,"ASX",679808,-0.11,0.26,2.06,32729999.999999996,0.48,1.5,,2.14,11.96,10.03,"0.00"
"RCT",3.85,,,"6/29/2016",0,0,"2017-02-03",3.7,3.88,3.85,4.08,3.4,191730000,,"ASX",15721,0.15,0.25,0.27,19120000,7.76,14.26,25.67,94.25,15.4,11.67,"0.00"
"RDG",0.03,,,,0,-0.0323,"2017-02-03",0.03,0.03,0.03,0.05,0.01,18940000,,"ASX",250000,0.01,,0.03,15940000,0.28,1.03,3.33,0,,,"0.00"
"RDM",0.14,,,,0.005,0.03571,"2017-02-03",0.135,0.145,0.145,0.155,0.03,25340000,,"ASX",244262,-0.009,,0.015,-1860000,376.679,9.333,,0,,,"0.000"
"REA",52.28,2.13,0.87,"8/23/2016",0.41,0.0078000000000000005,"2017-02-03",52.4,53.03,52.69,65.77,45.5,6940000000,,"ASX",229885,1.92,1.88,5.43,320250000,10.93,9.63,27.44,1.33,28.03,22.91,"0.00"
"RED",0.072,,,,0.001,0.01389,"2017-02-03",0.073,0.076,0.073,0.16,0.056,55620000,,"ASX",272222,0.034,0.04,0.252,54840000,0.544,0.286,2.147,0,1.825,7.3,"0.000"
"REG",4.22,,,"9/2/2016",-0.01,-0.0024,"2017-02-03",4.16,4.22,4.21,6.17,3.44,1260000000,,"ASX",239033,0.15,0.2,0.58,105920000,2.64,7.26,27.52,1.87,21.05,20.05,"0.00"
"REH",44.73,,,"3/15/2016",-1.22,-0.0273,"2017-02-03",43.51,45.5,43.51,48.64,31.7,4330000000,,"ASX",2127,1.93,2.11,10.45,332730000,1.96,4.28,22.54,0,20.62,19.17,"0.00"
"RER",0.22,,,,-0.02,-0.11109999999999999,"2017-02-03",0.2,0.21,0.2,0.22,0.19,38110000,,"ASX",165587,-0.51,,0.09,-1450000,,2.37,,0,,,"0.00"
"RES",0.105,,,,-0.014,-0.13333,"2017-02-03",0.091,0.1,0.091,0.195,0.032,52520000,,"ASX",412131,-0.013,-0.01,0.212,-3350000,878.321,0.495,,0,,,"0.000"
"REX",0.81,,,"9/10/2012",0.02,0.024700000000000003,"2017-02-03",0.83,0.84,0.83,0.89,0.65,90340000,,"ASX",28300,-0.09,0.18,1.72,21600000,0.34,0.47,,0,,,"0.00"
"RFF",1.7,,,,-0.015,-0.00882,"2017-02-03",1.685,1.715,1.685,1.785,1.154,,,"ASX",143778,0.225,0.13,0,"0.00",,,,0,12.962,11.233,"0.000"
"RFG",6.22,,,"9/9/2016",0.08,0.0129,"2017-02-03",6.21,6.39,6.3,7.37,4.15,1040000000,,"ASX",833209,0.37,0.47,2.63,104060000,6.06,2.36,16.84,1.47,13.4,12.12,"0.00"
"RFL",0.09,,,"10/25/2006",0,-0.0526,"2017-02-03",0.09,0.1,0.09,0.16,0.09,35270000,,"ASX",267770,-0.01,-0.2,0.15,-2120000,0.86,0.64,,0,,0.9,"0.00"
"RFX",0.25,,,,-0.01,-0.04,"2017-02-03",0.24,0.25,0.24,0.68,0.19,94470000,,"ASX",137561,-0.04,-0.03,0.04,-13610000,89.27,6.76,,-10.04,,,"0.00"
"RGS",0.15,,,,0,0,"2017-02-03",0.15,0.15,0.15,0.19,0.07,31330000,,"ASX",174978,-0.02,0.03,0.02,-5970000,16.69,6.52,,0,5,,"0.00"
"RHC",67.23,3.1,1.58,"9/6/2016",1.05,0.015600000000000001,"2017-02-03",67.43,68.75,68.28,84.08,55.84,13700000000,,"ASX",648836,2.16,2.6,8.83,1200000000,1.55,7.62,31.6,2.36,26.26,23.38,"0.00"
"RHCPA",105.979,,,,-0.428,-0.00404,"2017-02-03",105.551,105.99,105.551,108,100.86,,,"ASX",541,,,0,,,,,0,,,
"RHL",3,,,"6/2/2016",0,0,"2017-02-03",3,3,3,3.6,2.72,236090000,,"ASX",700,0.05,0.21,2.57,27840000,0.13,1.17,55.56,1.17,14.29,13.04,"0.00"
"RHP",0.58,,,"3/22/2010",-0.02,-0.0345,"2017-02-03",0.55,0.56,0.56,1.34,0.44,75630000,,"ASX",61410,0,0.02,0.3,-1160000,0.55,1.96,,0.1,28,14,"0.00"
"RHT",0.024,,,,0,0,"2017-02-03",0.024,0.024,0.024,0.038,0.014,9660000,,"ASX",805063,-0.001,,0.01,"-329264.00",3.79,2.4,,0,,,"0.000"
"RIC",1.32,4.83,0.04,"4/21/2016",0,0,"2017-02-03",1.31,1.33,1.32,1.5,1.16,406320000,,"ASX",154822,0.09,0.08,0.81,53180000,0.45,1.64,14.83,1.4,16.5,13.2,"0.00"
"RIM",0.025,,,,0.001,0.04,"2017-02-03",0.026,0.026,0.026,0.034,0.012,20770000,,"ASX",269293,-0.001,,0.016,"-628488.00",112.154,1.562,,0,,,"0.000"
"RIO",67.19,4.53,2.3,"8/11/2016",-2.66,-0.039599999999999996,"2017-02-03",64.33,66.78,64.53,67.23,36.53,116080000000,,"ASX",2285979,0.02,2.62,20.84,8449999999.999999,3.74,3.22,2933.18,1.44,24.63,18.65,"0.00"
"RIR",0.02,,,,0,0,"2017-02-03",0.02,0.02,0.02,0.03,0.02,8260000,,"ASX",2261417,-0.03,,0,"-548529.00",404.36,6.67,,0,,,"0.00"
"RKN",1.7,,,"8/16/2016",0.02,0.0118,"2017-02-03",1.7,1.74,1.72,2.16,1.33,193010000,,"ASX",156834,0.11,0.09,0.32,21780000,1.76,5.38,16.23,3.06,19.11,17.2,"0.00"
"RLC",0.017,,,,0,0,"2017-02-03",0.017,0.018,0.017,0.039,0.004,1890000,,"ASX",298238,-0.004,,-0.002,"-385037.00",67.643,,,0,,,"0.000"
"RMD",8.78,0,0,"5/19/2015",-0.03,-0.0034000000000000002,"2017-02-03",8.71,8.8,8.75,9.32,7.15,12390000000,,"ASX",1280877,0.23,0.27,1.21,539410000,6.32,7.27,37.88,2.73,32.41,29.17,"0.00"
"RMS",0.58,,,"12/6/2010",0.005,0.00862,"2017-02-03",0.585,0.595,0.585,0.67,0.255,278010000,,"ASX",1215544,0.058,0.12,0.268,75850000,1.586,2.164,10.086,0,4.875,9.75,"0.000"
"RMX",0.043,,,,0,0,"2017-02-03",0.042,0.047,0.043,0.064,0.009,4340000,,"ASX",20314670,-0.001,,0.257,-2100000,35.593,0.167,,0,,,"0.000"
"RNE",0.016,,,,-0.001,-0.0625,"2017-02-03",0.015,0.015,0.015,0.015,0.015,8450000,,"ASX",553949,-0.02,,0.03,-8800000,25.535,0.533,,0,,,"0.000"
"RNI",0.014,,,,0,0,"2017-02-03",0.014,0.014,0.014,0.021,0.01,18010000,,"ASX",22159556,-0.006,,0.01,-2029999.9999999998,9945.744,1.4,,0,,,"0.000"
"RNL",0.005,,,"3/5/2003",-0.001,-0.2,"2017-02-03",0.004,0.004,0.004,0.026,0.004,3870000,,"ASX",900000,-0.008,,0.003,-4080000,32.89,1.667,,0,,,"0.000"
"RNO",0.018,,,,0,0,"2017-02-03",0.018,0.018,0.018,0.036,0.015,14660000,,"ASX",100000,-0.009,0,0.009,-6010000,14.476,2,,0,,,"0.000"
"RNT",0.09,,,,0,-0.011000000000000001,"2017-02-03",0.09,0.09,0.09,0.28,0.08,13100000,,"ASX",34909,-0.12,,0.04,-12750000,15.19,2.53,,0,,,"0.00"
"RNU",0.023,,,,0,0,"2017-02-03",0.022,0.024,0.023,0.06,0.011,6540000,,"ASX",1223010,-0.004,,0.017,"-620319.00",163.588,1.353,,0,,,"0.000"
"RNY",0.048,,,"12/23/2008",-0.002,-0.04167,"2017-02-03",0.046,0.046,0.046,0.255,0.032,12120000,,"ASX",75000,-0.304,,0.271,"0.00",0.218,0.177,,0,,,"0.000"
"RRL",3.34,7.96,0.2,"8/23/2016",0.06,0.018000000000000002,"2017-02-03",3.32,3.43,3.4,4.32,2.2,1700000000,,"ASX",5010968,0.22,0.25,0.96,230730000,3.33,3.46,15.32,1.61,13.6,10.63,"0.00"
"RRS",0.006,,,,0,0,"2017-02-03",0.006,0.006,0.006,0.011,0.004,45540000,,"ASX",474134,-0.006,0,0.01,-10570000,6.448,0.6,,0,,,"0.000"
"RSG",1.54,1.16,0.01,"9/19/2016",0.06,0.0356,"2017-02-03",1.55,1.61,1.6,2.35,0.32,1050000000,,"ASX",8750438,0.28,0.2,0.61,212970000,1.83,2.55,5.8,-0.43,8,8.42,"0.00"
"RSH",0.054,,,,0,0,"2017-02-03",0.054,0.054,0.054,0.079,0.026,23350000,,"ASX",40000,-0.013,,0.009,-3780000,34.45,6,,0,,,"0.000"
"RTG",0.235,,,,0,0,"2017-02-03",0.235,0.235,0.235,0.75,0.18,39380000,,"ASX",103659,-0.032,-0.02,0.645,-4190000.0000000005,9702.506,0.364,,0,,,"0.000"
"RTR",0.026,,,,0,0,"2017-02-03",0.026,0.028,0.026,0.028,0.009,6450000,,"ASX",730000,-0.011,,0.021,"-424080.00",20.668,1.238,,0,,,"0.000"
"RUB",0.047,,,"3/11/2008",-0.002,-0.04255,"2017-02-03",0.045,0.045,0.045,0.07,0.04,11030000,,"ASX",580000,-0.045,,-0.033,"691999.00",0.056,,,0,,,"0.000"
"RUL",0.53,,,"9/10/2012",0,0,"2017-02-03",0.53,0.53,0.53,0.57,0.32,90350000,,"ASX",40000,-0.05,0.04,0.26,-4150000.0000000005,1.72,2.07,,0,,,"0.00"
"RVA",0.95,,,,0,0,"2017-02-03",0.88,0.95,0.95,1.35,0.88,406060000,,"ASX",60599,-0.24,-0.48,-0.25,-26590000,,,,0,,,"0.00"
"RVR",0.25,,,,-0.01,-0.0204,"2017-02-03",0.24,0.25,0.24,0.28,0.08,72680000,,"ASX",1077577,-0.01,-0.01,0.05,-1420000,377.85,4.62,,0,,4,"0.00"
"RVY",0.023,,,,0,0,"2017-02-03",0.023,0.023,0.023,0.041,0.019,13640000,,"ASX",323937,-0.004,,0.028,-1150000,,0.821,,0,,,"0.000"
"RWC",2.87,,,,-0.11,-0.0383,"2017-02-03",2.76,2.89,2.76,3.56,2.74,1450000000,,"ASX",2485215,-0.01,0.12,0.32,15620000,5.11,9.03,,1.39,23,19.71,"0.00"
"RWD",0.36,,,,0,0,"2017-02-03",0.36,0.37,0.36,0.56,0.28,47090000,,"ASX",20000,0,,0.25,"286011.00",,1.46,,0,,,"0.00"
"RWH",1.51,,,"3/15/2016",-0.01,-0.0066,"2017-02-03",1.5,1.51,1.5,1.51,0.96,154840000,,"ASX",20395,0.08,0.12,1.56,37290000,0.96,0.97,18.99,0.84,12.5,11.54,"0.00"
"RXL",0.016,,,,0,0,"2017-02-03",0.016,0.016,0.016,0.033,0.009,19780000,,"ASX",742649,-0.002,,0.003,-2480000,,5.333,,0,,,"0.000"
"RXM",0.06,,,,0.01,0.11109999999999999,"2017-02-03",0.06,0.07,0.07,0.09,0.04,15440000,,"ASX",1744681,-0.02,-0.02,0.12,-4850000,,0.53,,0,,,"0.00"
"RXP",0.865,,,"3/22/2016",0.04,0.046239999999999996,"2017-02-03",0.86,0.92,0.905,1.085,0.51,126790000,,"ASX",393382,0.076,0.1,0.688,18010000,0.954,1.257,11.908,0,9.05,8.227,"0.000"
"S2R",0.26,,,,-0.01,-0.0385,"2017-02-03",0.25,0.25,0.25,0.86,0.11,53950000,,"ASX",79813,-0.05,-0.03,0.09,-10030000,,2.95,,0,,12.5,"0.00"
"S32",2.8,0.97,0.02,"9/15/2016",-0.08,-0.0286,"2017-02-03",2.71,2.81,2.72,3.07,0.94,14470000000,,"ASX",12671290,-0.3,0.21,1.77,975000000,2.44,1.58,,1.26,12.95,16,"0.00"
"SAR",1.13,,,,0.015,0.013269999999999999,"2017-02-03",1.125,1.165,1.145,1.86,0.702,923100000,,"ASX",8711906,0.032,0.09,0.326,73540000,3.295,3.466,35.781,0.13,12.722,9.542,"0.000"
"SAS",0.105,,,,-0.012,-0.11429,"2017-02-03",0.093,0.105,0.093,0.12,0.015,9390000,,"ASX",12729269,-0.015,,0.005,"0.00",10.968,21,,0,,,"0.000"
"SAU",0.32,,,,-0.01,-0.0462,"2017-02-03",0.3,0.31,0.31,0.46,0.21,11340000,,"ASX",4474,-0.03,,0.25,-1610000,1132.91,1.28,,0,,,"0.00"
"SBB",0.017,,,"3/25/2014",0,0,"2017-02-03",0.014,0.017,0.017,0.034,0.014,8020000,,"ASX",1299837,0.01,0.02,0.134,9860000,0.12,0.127,1.7,0,,,"0.000"
"SBM",2.46,,,,0.04,0.0163,"2017-02-03",2.46,2.52,2.5,3.77,1.34,1240000000,,"ASX",4683954,0.33,0.28,0.61,281690000,2,4.05,7.65,0.61,8.93,7.14,"0.00"
"SCG",4.37,4.85,0.15,"8/12/2016",0.03,0.0069,"2017-02-03",4.39,4.44,4.4,5.42,4.03,23370000000,,"ASX",7489212,0.52,0.23,3.44,"0.00",8.29,1.27,8.43,4.56,19.13,18.33,"0.00"
"SCI",0.022,,,,0.001,0.04545,"2017-02-03",0.021,0.023,0.023,0.13,0.013,3650000,,"ASX",1181072,-0.018,,0.04,"-310856.00",21.322,0.55,,0,,,"0.000"
"SCO",2.51,,,,0.06,0.0239,"2017-02-03",2.5,2.61,2.57,4.01,2.13,288760000,,"ASX",187861,0,0.22,1.45,32220000,2.95,1.73,2570,0,11.68,10.71,"0.00"
"SCP",2.17,,,"6/29/2016",0.02,0.0092,"2017-02-03",2.18,2.21,2.19,2.44,2.06,1610000000,,"ASX",1449915,0.25,0.14,1.92,"0.00",8.72,1.13,8.66,3.44,15.64,14.6,"0.00"
"SDA",3.52,,,"9/5/2016",-0.02,-0.005699999999999999,"2017-02-03",3.49,3.59,3.5,4.54,3.02,425500000,,"ASX",156538,0.06,0.12,0.26,33369999.999999996,2.17,13.38,59.32,0.92,29.17,17.5,"0.00"
"SDF",2.3,,,"9/12/2016",-0.05,-0.0217,"2017-02-03",2.24,2.32,2.25,2.44,1.4,1680000000,,"ASX",2014530,0.1,0.12,1.15,126640000,3.45,2,22.96,2.26,18.75,17.31,"0.00"
"SDG",1.677,,,"9/7/2016",0.068,0.040549999999999996,"2017-02-03",1.67,1.745,1.745,1.745,1.35,285880000,,"ASX",112880,0.188,0.23,2.223,45670000,1.082,0.754,9.282,0.56,7.587,6.463,"0.000"
"SDI",0.755,,,"9/8/2016",0,0,"2017-02-03",0.755,0.76,0.755,1.155,0.445,89740000,,"ASX",73739,0.064,0.01,0.537,14260000,1.211,1.406,11.797,0,,,"0.000"
"SDL",0.005,,,,-0.001,-0.2,"2017-02-03",0.004,0.005,0.004,0.007,0.002,24960000,,"ASX",15896019,-0.021,-0.01,0.016,-14000000,,0.312,,0,,,"0.000"
"SE1",0.35,,,,-0.015,-0.042859999999999995,"2017-02-03",0.33,0.35,0.335,0.395,0.33,24120000,,"ASX",345228,,,0.027,"0.00",,12.963,,0,,,"0.000"
"SEA",0.16,,,,-0.005,-0.03125,"2017-02-03",0.15,0.165,0.155,0.27,0.062,96970000,,"ASX",9068592,-0.232,-0.01,0.355,-40910000,1.619,0.451,,-2.75,,15.5,"0.000"
"SEH",0.1,,,,0,-0.047599999999999996,"2017-02-03",0.1,0.11,0.1,0.14,0.03,207440000,,"ASX",13524109,-0.01,-0.01,0.07,-7330000,,1.46,,-0.02,,,"0.00"
"SEK",14.49,,,"9/15/2016",-0.03,-0.0021,"2017-02-03",14.41,14.55,14.46,17.16,12.35,4980000000,,"ASX",615331,1.02,0.59,3.94,346600000,5.17,3.68,14.22,1.6,24.51,21.26,"0.00"
"SEN",0.115,,,"3/7/2006",0,0,"2017-02-03",0.105,0.115,0.115,0.145,0.087,124040000,,"ASX",2786454,0.005,0.01,0.017,5270000,6.414,6.765,23,0,11.5,11.5,"0.000"
"SEQ",0.35,,,,0,-0.0141,"2017-02-03",0.34,0.37,0.35,0.37,0.1,17080000,,"ASX",129000,0.01,,0.19,4620000,0.75,1.88,58.33,0,,,"0.00"
"SES",0.09,,,,-0.007,-0.07778,"2017-02-03",0.083,0.083,0.083,0.14,0.05,12330000,,"ASX",350,-0.038,,0.032,-3220000,0.638,2.812,,0,,,"0.000"
"SFC",6.03,,,"9/1/2016",0.07,0.0116,"2017-02-03",6.1,6.1,6.1,6.15,4.71,85430000,,"ASX",819,0.41,,5.04,13380000,0.4,1.2,15.02,0,,,"0.00"
"SFG",0.098,,,,-0.002,-0.020409999999999998,"2017-02-03",0.095,0.099,0.096,0.13,0.065,197560000,,"ASX",546225,-0.027,-0.02,0.029,-21620000,6.429,3.379,,0,,,"0.000"
"SFH",0.54,,,"9/10/2014",-0.02,-0.037000000000000005,"2017-02-03",0.52,0.52,0.52,0.7,0.47,99960000,,"ASX",12000,-0.01,0.04,0.29,7730000,0.13,1.87,,4.41,13,7.43,"0.00"
"SFI",0.09,,,,0,0,"2017-02-03",0.09,0.09,0.09,0.09,0.04,74810000,,"ASX",789030,-0.01,-1,0.01,-6650000,,6.92,,0,,,"0.00"
"SFR",6.61,0,0,"3/9/2016",-0.14,-0.0212,"2017-02-03",6.37,6.8,6.47,6.86,4.74,1020000000,,"ASX",1394000,0.31,0.49,2.4,174050000,2.09,2.75,21.21,0.56,12.94,9.51,"0.00"
"SFX",0.62,,,,-0.03,-0.0407,"2017-02-03",0.59,0.6,0.59,0.77,0.28,106620000,,"ASX",30816,-0.01,0,0.24,-2970000,,2.57,,0,,,"0.00"
"SFY",53.11,,,,-0.19,-0.0036,"2017-02-03",52.9,53.3,52.92,53.3,45,,,"ASX",21910,,,0,,,,,0,,,
"SGF",3.4,,,"3/30/2016",-0.01,-0.0029,"2017-02-03",3.37,3.44,3.39,4.94,3.02,853570000,,"ASX",37633,0.19,0.26,0.8,89920000,4.04,4.26,18.13,0,13.04,11.69,"0.00"
"SGH",0.26,,,"9/18/2015",-0.005,-0.01923,"2017-02-03",0.25,0.26,0.255,0.885,0.205,89860000,,"ASX",444885,-2.891,-0.09,0.866,-74890000,0.096,0.3,,0,,,"0.000"
"SGM",11.43,2.27,0.21,"3/10/2016",-0.41,-0.0359,"2017-02-03",10.98,11.45,11.02,13.61,6.37,2180000000,,"ASX",1168821,-1.07,0.6,9.27,75100000,0.48,1.23,,0.47,18.37,15.52,"0.00"
"SGP",4.33,0,0,"6/29/2016",0.03,0.0069,"2017-02-03",4.34,4.39,4.36,5.11,3.94,10410000000,,"ASX",4806143,0.37,0.3,3.88,712000000,4.38,1.12,11.69,2.67,14.53,13.63,"0.00"
"SGQ",0.13,,,,0.005,0.03846,"2017-02-03",0.13,0.135,0.135,0.25,0.079,27970000,,"ASX",478216,-0.038,,0.005,-6140000,,26,,0,,,"0.000"
"SGR",4.7,,,"8/31/2016",-0.02,-0.0043,"2017-02-03",4.65,4.76,4.68,6.32,4.65,3860000000,,"ASX",3338277,0.23,0.29,3.81,469900000,1.71,1.23,19.91,2.21,16.14,15.1,"0.00"
"SHJ",0.7,,,"9/9/2016",0,0,"2017-02-03",0.69,0.7,0.7,1.57,0.47,121210000,,"ASX",34996,0.09,0.13,1.1,25570000,0.8,0.64,8.14,0.29,5.38,5,"0.00"
"SHK",0.004,,,,0,0,"2017-02-03",0.004,0.004,0.004,0.009,0.002,2810000,,"ASX",264221,-0.006,,-0.036,-1540000,482.478,,,0,,,"0.000"
"SHL",21.14,4.1,0.63,"9/8/2016",0.11,0.0052,"2017-02-03",21.04,21.35,21.25,24.16,17.05,8820000000,,"ASX",510815,1.09,1.09,8.82,815270000,1.75,2.4,19.44,2.86,19.5,17.56,"0.00"
"SHM",1.22,,,"3/16/2016",-0.01,-0.008199999999999999,"2017-02-03",1.21,1.22,1.21,1.39,0.66,114950000,,"ASX",71630,0.14,0.14,0.5,23050000,0.64,2.46,8.71,0,8.64,7.56,"0.00"
"SHV",5.38,,,"9/2/2016",-0.21,-0.039,"2017-02-03",5.17,5.35,5.17,7.85,3.73,376990000,,"ASX",922381,0.46,0.41,3.99,54160000,1.37,1.35,11.24,1.39,12.61,11.75,"0.00"
"SIH",0.015,,,,0.002,0.13333,"2017-02-03",0.017,0.017,0.017,0.03,0.007,26970000,,"ASX",25720,-0.001,-0.01,0.014,-1920000,,1.071,,0,,,"0.000"
"SIP",1.195,0,0,"9/20/2016",0,0,"2017-02-03",1.19,1.205,1.195,1.527,0.72,1180000000,,"ASX",1157894,0.052,0.06,0.556,102750000,0.3,2.149,22.981,2.28,19.917,17.071,"0.000"
"SIQ",6.26,,,"3/11/2016",-0.01,-0.0016,"2017-02-03",6.17,6.31,6.25,7.71,3.71,747080000,,"ASX",124600,0.25,0.36,0.85,39670000,6.94,7.38,25.3,0.69,17.36,14.53,"0.00"
"SIV",8.83,,,"9/2/2016",-0.23,-0.026000000000000002,"2017-02-03",8.58,8.99,8.6,12.2,7.66,302310000,,"ASX",81109,0.69,0.7,3.68,143920000,1.4,2.4,12.48,1.32,12.29,10.24,"0.00"
"SKB",0.58,,,"9/19/2016",-0.015,-0.025859999999999998,"2017-02-03",0.565,0.565,0.565,0.68,0.349,223910000,,"ASX",46905,0.02,0.02,0.177,12070000,3.931,3.277,28.25,0,,,"0.000"
"SKC",3.61,6.78,0.18,"9/1/2016",-0.07,-0.0194,"2017-02-03",3.53,3.61,3.54,4.88,3.31,2310000000,,"ASX",513098,0.18,0.25,1.24,238180000,3.24,2.91,20,-70.36,14.16,13.62,"0.00"
"SKI",2.36,5.83,0.11,"9/5/2016",0,0,"2017-02-03",2.35,2.37,2.36,2.67,1.86,3970000000,,"ASX",4940250,0.06,0.1,1.23,261190000,14.57,1.93,37.46,7.67,23.6,21.45,"0.00"
"SKT",4.31,,,"3/10/2016",-0.09,-0.0209,"2017-02-03",4.19,4.34,4.22,5.11,3.7,1640000000,,"ASX",163031,0.27,0.29,2.48,238090000,2.49,1.74,15.4,-1.57,14.55,15.07,"0.00"
"SLC",2.4,,,,-0.04,-0.0167,"2017-02-03",2.35,2.39,2.36,3.48,1.68,,,"ASX",232127,-0.04,-0.02,0,"0.00",,,,0,,,"0.00"
"SLF",12.3,,,,0.08,0.006500000000000001,"2017-02-03",12.31,12.46,12.38,14.68,11.45,,,"ASX",38680,2.71,,0,,,,,0,,,
"SLK",4.63,,,"3/31/2016",0,0,"2017-02-03",4.55,4.63,4.63,4.85,3.63,468340000,,"ASX",25572,0.23,0.24,1.35,44080000,2.65,3.42,19.79,2.61,19.29,17.15,"0.00"
"SLM",0.61,,,"8/28/2014",0,0,"2017-02-03",0.61,0.61,0.61,0.65,0.4,97290000,,"ASX",2660,-0.05,0.04,0.55,9980000,0.22,1.11,,-2.91,15.25,12.2,"0.00"
