"symbol","previousClose","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio","FIRMMCRT","FXRUSD","GRCPAIAD","GRCPRCAD","GRCPNRAD","GRCPBMAD","GRCPBCAD","GRCPAISAD","GRCPBCSAD","H01_GGDPCVGDP","H01_GGDPCVGDPFY","640106_A3597525W","H05_GLFSEPTPOP","allordpreviousclose","allordchange","allorddayslow","allorddayshigh","asxpreviousclose","asxchange","asxdayslow","asxdayshigh"
"BAT",0.099,,,,-0.001,-0.0101,"2017-02-06",0.096,0.099,0.098,0.14,0.04,28960000,,"ASX",523623,-0.054,,0.027,-1680000,299.443,3.667,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BBG",1.42,0,0,"3/13/2012",-0.06,-0.042300000000000004,"2017-02-06",1.36,1.41,1.36,1.87,1,268830000,,"ASX",10452,-0.12,-0.04,1.31,59780000,0.25,1.08,,-0.1,,45.33,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BBN",2.43,,,"8/25/2016",-0.03,-0.0123,"2017-02-06",2.39,2.44,2.4,3.21,2.12,301410000,,"ASX",122623,0.07,0.11,0.74,17880000,1.29,3.29,34.29,0,21.82,18.46,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BBX",0.05,,,"4/10/2007",0,-0.056600000000000004,"2017-02-06",0.05,0.05,0.05,0.06,0.01,12310000,,"ASX",250000,0,,0.01,-1030000,,8.83,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BCI",0.25,0,0,"9/1/2014",-0.01,-0.04,"2017-02-06",0.23,0.25,0.24,0.29,0.07,47090000,,"ASX",1498358,-0.41,0.02,0.39,-7820000,0.33,0.64,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BCK",0.022,,,,0,0,"2017-02-06",0.022,0.022,0.022,0.026,0.001,184400000,,"ASX",45000,-0.01,,0.007,-9280000,123.462,3.143,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BCL",0.65,,,,0.01,0.0154,"2017-02-06",0.66,0.68,0.66,0.74,0.5,101690000,,"ASX",5147,-0.46,,1.88,-93420000,1.64,0.35,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BCN",0.016,,,,0.002,0.125,"2017-02-06",0.016,0.02,0.018,0.022,0.003,26920000,,"ASX",20654170,-0.001,,0.003,-1150000,8.119,5.333,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BCT",0.04,,,,0,0,"2017-02-06",0.04,0.04,0.04,0.04,0.02,8060000.000000001,,"ASX",100250,-0.01,-0.02,0,-2290000,51.73,8,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BDA",0.2,,,,0,0,"2017-02-06",0.19,0.2,0.2,0.3,0.17,2000000,,"ASX",260400,-0.04,,-0.04,"-424694.00",14.49,,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BDI",0.001,,,,0,0,"2017-02-06",0.001,0.001,0.001,0.002,0.001,2540000,,"ASX",32651667,0,,0,"0.00",,,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BDR",0.35,0,0,"3/27/2015",0.01,0.0286,"2017-02-06",0.35,0.37,0.36,0.55,0.15,379820000,,"ASX",6045841,-0.01,0.04,0.2,28720000,1.78,1.77,,0.63,9,6,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BEE",0.38,,,,-0.01,-0.04,"2017-02-06",0.35,0.38,0.36,0.61,0.22,200090000,,"ASX",218019,0,,0,-1510000,403.68,,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BEN",12.49,7.82,0.74,"9/6/2016",-0.04,-0.0032,"2017-02-06",12.41,12.68,12.45,13.39,8,5770000000,,"ASX",1590434,0.81,0.89,11.03,"0.00",4.06,1.13,15.31,4.54,13.99,13.99,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BFC",0.3,,,"9/7/2016",0,0,"2017-02-06",0.3,0.31,0.3,0.57,0.3,128190000,,"ASX",145123,0,0.03,0.32,-3850000,7.42,0.94,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BFG",0.76,,,"8/23/2016",0.01,0.0132,"2017-02-06",0.76,0.77,0.77,0.85,0.44,200440000,,"ASX",90552,0.06,,0.71,"0.00",1.13,1.08,12.83,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BGA",5.13,,,"8/30/2016",-0.02,-0.0039000000000000003,"2017-02-06",5.01,5.17,5.11,6.83,3.82,779800000,,"ASX",377816,0.19,0.18,2.15,63820000,0.65,2.39,27.04,2.63,28.39,21.29,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BGH",0.028,,,,0.001,0.03571,"2017-02-06",0.029,0.03,0.029,0.06,0.005,3380000,,"ASX",259893,-0.008,,0.03,"-731426.00",900.245,0.933,,0,,2.9,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BGS",0.31,,,,0,0,"2017-02-06",0.31,0.32,0.31,0.53,0.04,55210000,,"ASX",574611,-0.01,,0.07,"-942589.00",,4.37,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BHL",0.2,,,,0,0,"2017-02-06",0.2,0.2,0.2,0.23,0.15,50000000,,"ASX",50000,,,0.18,6470000,2.51,1.13,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BHP",26.2,1.47,0.3,"9/1/2016",-0.29,-0.0111,"2017-02-06",25.67,26.08,25.91,27.95,14.75,137900000000,,"ASX",8228418,-1.2,1.31,10.2,11480000000,4.45,2.57,,0.2,19.63,22.93,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BID",0.06,,,,0,0.0526,"2017-02-06",0.06,0.06,0.06,0.18,0.05,,,"ASX",26050,,,0,-2930000,,,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BIG",0.41,,,,0.005,0.012199999999999999,"2017-02-06",0.41,0.44,0.415,0.465,0.09,47860000,,"ASX",279403,-0.067,-0.02,0.017,-7710000,17.892,24.118,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BIQ",0.105,,,,0,0,"2017-02-06",0.1,0.105,0.105,1,0.061,8850000000,,"ASX",95500,,,0,"0.00",,,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BIT",0.034,,,,0.005,0.14706,"2017-02-06",0.032,0.048,0.039,0.105,0.032,12240000,,"ASX",6203594,-0.01,,0.01,-3070000,6.891,3.4,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BKI",1.71,,,,-0.01,-0.0088,"2017-02-06",1.68,1.71,1.69,1.72,1.54,1020000000,,"ASX",195621,0.08,,1.51,41470000,24.09,1.13,22.24,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BKL",115.26,,,"9/6/2016",-1.51,-0.0131,"2017-02-06",113.04,115.5,113.75,204.87,97.91,1960000000,,"ASX",49454,5.19,4.39,10.35,138790000,3.39,11.14,21.9,21.88,25.91,21.67,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BKN",3.21,0,0,"8/18/2014",0.01,0.0031,"2017-02-06",3.21,3.23,3.22,3.31,0.41,550710000,,"ASX",336740,-1.15,0.2,1.97,72190000,0.67,1.63,,1.13,16.1,14,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BKT",0.16,,,,0,0.0323,"2017-02-06",0.14,0.16,0.16,0.22,0.03,46470000,,"ASX",457556,0,,0.04,-1610000,,4.43,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BKW",12.66,0,0,"4/11/2016",-0.13,-0.0103,"2017-02-06",12.48,12.8,12.53,16.06,12.29,1860000000,,"ASX",209913,0.53,1.08,12.36,87020000,2.51,1.02,23.82,-2.95,11.6,13.47,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BKY",1.05,,,,-0.01,-0.014199999999999999,"2017-02-06",1.04,1.08,1.04,1.2,0.42,206260000,,"ASX",474728,-0.08,-0.06,0.13,-13500000,840.73,7.93,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BLA",6.81,,,"9/1/2016",-0.1,-0.0147,"2017-02-06",6.71,6.92,6.71,8.99,4.95,451940000,,"ASX",39700,0.2,0.37,1.93,18880000,6.47,3.53,34.23,0.76,18.14,13.98,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BLD",5.66,,,"8/30/2016",0.04,0.0070999999999999995,"2017-02-06",5.64,5.8,5.7,7.28,4.93,4240000000,,"ASX",3942190,0.34,0.33,4.72,508300000,0.98,1.2,16.86,1.13,17.27,15.41,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BLG",0.25,,,,0,0,"2017-02-06",0.24,0.26,0.25,0.41,0.05,88560000,,"ASX",118224,-0.01,-0.01,0.04,-2750000,240.55,6.25,,0,,25,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BLK",0.76,,,,0.005,0.00658,"2017-02-06",0.765,0.795,0.765,1.175,0.365,215830000,,"ASX",491769,-0.037,0.05,0.135,-5230000,,5.63,,0,15.3,4.781,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BLT",0.2,,,,-0.035,-0.175,"2017-02-06",0.155,0.175,0.165,0.275,0.085,24180000,,"ASX",2046887,-0.105,0.45,0.135,-11490000,3.051,1.481,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BLX",1.7,,,"9/1/2016",-0.04,-0.0206,"2017-02-06",1.66,1.7,1.66,2.15,1.18,357160000,,"ASX",49531,0.09,0.09,0.27,29710000,1.85,6.35,19.53,2.22,18.44,16.6,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BLY",0.12,0,0,"3/8/2013",0,0.04,"2017-02-06",0.12,0.13,0.13,0.19,0.05,121320000,,"ASX",339617,-0.27,-0.11,-0.28,-106050000,0.18,,,0.02,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BLZ",0.036,,,,0,0,"2017-02-06",0.035,0.036,0.036,0.085,0.029,4540000,,"ASX",153267,-0.029,,0.017,-1700000,5040,2.118,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BML",0.002,,,,0,0,"2017-02-06",0.002,0.002,0.002,0.007,0.001,2320000,,"ASX",1006666,-0.001,,0.006,"-750288.00",61.68,0.333,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BMN",0.075,,,,0.001,0.01333,"2017-02-06",0.075,0.079,0.076,0.084,0.02,53960000,,"ASX",330041,0,-0.02,0.071,-3150000,,1.056,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BMP",0.29,,,,-0.01,-0.0345,"2017-02-06",0.28,0.31,0.28,0.51,0.16,15440000,,"ASX",58417,-0.13,,0.04,-2210000,14.74,7.07,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BMT",0.21,,,,0.02,0.09519999999999999,"2017-02-06",0.21,0.23,0.23,0.32,0.15,3490000,,"ASX",215448,,,0.02,"0.00",,10.5,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BMZ",0.06,,,,-0.02,-0.3333,"2017-02-06",0.04,0.04,0.04,0.11,0.04,1640000,,"ASX",1653700,-0.01,,-0.01,-1270000,,,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BNO",0.37,,,,0,0.0137,"2017-02-06",0.37,0.38,0.37,0.5,0.23,177960000,,"ASX",230386,-0.04,0.12,0.09,-14160000,9.13,4.15,,0,3.08,1.85,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BNR",0.031,,,,0.001,0.03226,"2017-02-06",0.032,0.032,0.032,0.097,0.023,5740000,,"ASX",100000,-0.007,,0.008,"-123323.00",,3.875,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BOA",0.17,,,,0.01,0.0588,"2017-02-06",0.18,0.2,0.18,0.2,0.09,8240000,,"ASX",120000,-0.01,,0.07,"-300237.00",151.88,2.39,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BOC",0.185,,,"2/22/2002",0,0,"2017-02-06",0.185,0.2,0.185,0.31,0.14,74200000,,"ASX",3135,,,0,"0.00",,,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BOE",0.068,,,,-0.001,-0.01471,"2017-02-06",0.067,0.068,0.067,0.078,0.036,59360000,,"ASX",803596,-0.004,,0.011,-2320000,359.787,6.182,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BOQ",11.62,9.77,0.8,"10/27/2016",-0.06,-0.0052,"2017-02-06",11.54,11.7,11.56,12.86,9.7,4400000000,,"ASX",2097707,0.86,0.94,9.43,"0.00",4.21,1.23,13.5,6.72,12.3,12.04,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BOT",0.046,,,,0,0,"2017-02-06",0.046,0.046,0.046,0.058,0.02,18810000,,"ASX",707971,-0.012,,0.008,"0.00",,5.75,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BPF",0.24,,,,0,0,"2017-02-06",0.23,0.24,0.24,0.56,0.21,37790000,,"ASX",45216,0.01,,0.13,3420000,0.8,1.83,20,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BPH",0.005,,,,0,0,"2017-02-06",0.005,0.005,0.005,0.013,0.004,1790000,,"ASX",500000,-0.002,,0.087,"-352587.00",9.851,0.057,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BPL",0.04,,,,0,0,"2017-02-06",0.04,0.04,0.04,0.14,0,5840000,,"ASX",127373,-0.01,,0.03,"-667496.00",19.3,1.29,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BPS",0.92,,,"4/1/2016",0.015,0.0163,"2017-02-06",0.93,0.94,0.935,1.07,0.75,54750000,,"ASX",22883,0.117,0.14,0.627,8950000,1.074,1.467,7.991,0,6.679,5.844,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BPT",0.75,1.81,0.01,"9/8/2016",0.015,0.02,"2017-02-06",0.76,0.77,0.765,0.94,0.382,1420000000,,"ASX",4487182,-0.396,0.07,0.577,177500000,2.501,1.3,,0.13,10.929,8.5,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BRB",0.56,,,,0.01,0.0179,"2017-02-06",0.56,0.57,0.57,0.76,0.11,56770000,,"ASX",112632,-0.03,,0.02,-2190000,1022.02,31.11,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BRC",0.09,,,,0,0,"2017-02-06",0.09,0.09,0.09,0.18,0.01,13450000,,"ASX",33140,-0.03,-0.01,0.16,-2690000,4.57,0.57,,0,,9,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BRG",8.3,,,"9/15/2016",-0.06,-0.0072,"2017-02-06",8.23,8.39,8.24,9.72,5.48,1070000000.0000001,,"ASX",80295,0.39,0.41,1.89,75750000,1.87,4.39,21.35,3.42,20.1,17.91,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BRK",0.013,,,,0,0,"2017-02-06",0.012,0.013,0.013,0.015,0.007,6500000,,"ASX",2505000,-0.004,,0.001,"0.00",232.533,13,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BRN",0.25,,,,0.01,0.061200000000000004,"2017-02-06",0.25,0.26,0.26,0.37,0.1,190720000,,"ASX",1596286,-0.05,,0,-5210000,17262.35,61.25,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BRU",0.185,,,,0,0,"2017-02-06",0.185,0.185,0.185,0.305,0.18,62900000,,"ASX",87908,-0.102,-0.05,0.247,-8480000,23.091,0.749,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"BSA",0.34,,,"3/18/2013",0.005,0.01471,"2017-02-06",0.335,0.345,0.345,0.395,0.16,145900000,,"ASX",240387,-0.005,0.03,0.098,18780000,0.281,3.469,,0,11.5,11.5,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
