symbol,previousClose,open,dividendYield,dividendPerShare,exDividendDate,change,changeInPercent,lastTradeDate,daysLow,daysHigh,lastTradePriceOnly,52WeekHigh,52WeekLow,marketCapitalization,sharesOwned,stockExchange,volume,earningsPerShare,epsEstimateCurrentYear,bookValue,ebitda,pricePerSales,pricePerBook,peRatio,pegRatio,pricePerEpsEstimateCurrentYear,pricePerEpsEstimateNextYear,shortRatio,tickerTrend
ARU,0.076,0.076,,,,0.006,0.07895,1/2/17,0.076,0.083,0.082,0.085,0.041,36180000,,ASX,988046,-0.072,0,0.223,-3160000,89.116,0.341,,0,,,0,
ARV,0.003,0.003,,,,-0.001,-0.33333,1/2/17,0.002,0.003,0.002,0.003,0.001,7510000,,ASX,16737331,-0.003,,0,-620115,55.617,,,0,,,0,
ARX,0.53,0.53,,,,0,0,1/2/17,0.53,0.53,0.53,1,0.22,1720000,,ASX,450,-0.39,,1.86,-944739,3.4,0.28,,0,,,0,
ASB,1.6,1.6,3.76,0.04,3/8/16,0.025,0.01562,1/2/17,1.6,1.64,1.625,1.945,0.935,566140000,,ASX,249415,-0.242,0.09,1.313,-105690000,0.416,1.219,,2.02,18.056,14.773,0,
ASG,2.55,2.55,,,,0.04,0.0157,1/2/17,2.55,2.61,2.59,2.66,2.25,73160000,,ASX,38298,0.08,,-0.03,-228250,39623.19,,,0,,,0,
ASL,1.4,1.41,0,0,3/18/2015,0.025,0.01786,1/2/17,1.405,1.435,1.425,1.75,0.18,444990000,,ASX,169787,0.182,0.1,1.942,125300000,0.584,0.721,7.83,-0.8,14.25,11.875,0,
ASN,0.046,0.044,,,,-0.002,-0.04348,1/2/17,0.044,0.045,0.044,0.051,0.009,5380000,,ASX,258414,-0.012,,0.011,-1210000,5620418,4.182,,0,,,0,
AST,1.58,1.58,6.28,0.08,5/19/2016,0.02,0.0127,1/2/17,1.58,1.61,1.6,1.79,1.4,5700000000,,ASX,5313989,0.08,0.08,0.99,1050000000,3.01,1.59,19.28,-9.17,20,20,0,
ASW,0.83,0.86,,,8/15/2016,0.03,0.0361,1/2/17,0.86,0.86,0.86,0.86,0.6,36760000,,ASX,616,0.04,,0.17,2920000,5.85,5.03,20,0,,,0,
ASX,49.89,49.81,6.06,2.17,3/2/16,0.35,0.007,1/2/17,49.57,50.24,50.24,52.41,38.4,9720000000,,ASX,358349,2.2,2.26,19.77,706600000,10.62,2.52,22.79,5.47,22.23,21.29,0,
ATC,0.16,0.16,,,,-0.01,-0.0625,1/2/17,0.15,0.17,0.15,0.2,0.08,35320000,,ASX,735773,-0.01,,0.04,-3240000,,4.57,,0,,,0,
ATL,1.39,1.39,,,,-0.08,-0.0576,1/2/17,1.31,1.39,1.31,1.42,1.22,189900000,,ASX,80069,0.04,0.09,0.32,38910000,1.29,4.36,30.47,0,14.56,13.1,0,
ATP,0.038,0.038,,,6/26/2008,0,0,1/2/17,0.038,0.038,0.038,0.05,0.024,15940000,,ASX,26500,0.002,,0.062,2090000,0.864,0.613,19,0,,,0,
ATU,0.47,0.47,,,,0.01,0.0323,1/2/17,0.47,0.49,0.48,1.07,0.34,95000000,,ASX,30000,-0.06,-0.95,0.02,-6490000,431.99,29.06,,0,,,0,
AUB,10.47,10.47,,,4/8/16,-0.18,-0.0172,1/2/17,10.07,10.6,10.29,12,8.03,656980000,,ASX,114615,0.67,0.63,4.61,61670000,2.86,2.27,15.47,61.79,16.33,15.36,0,
AUF,1.24,1.24,,,,0,0,1/2/17,1.24,1.24,1.24,1.35,1.17,,,ASX,48799,,,0,0,,,,0,,,0,
AUI,7.73,7.73,,,,0.07,0.0091,1/2/17,7.73,7.8,7.8,7.9,6.73,962320000,,ASX,51005,0.35,,6.76,0,19.72,1.14,22.16,0,,,0,
AUP,5.2,5.2,,,,0,0,1/2/17,5.2,5.2,5.2,5.8,5,12920000000,,ASX,820,0.66,,5.65,0,7716.26,0.92,7.89,0,,,0,
AUQ,0.019,0.018,,,,-0.002,-0.10526,1/2/17,0.017,0.018,0.017,0.033,0.014,10070000,,ASX,614724,-0.074,,0.021,-199421,56.37,0.905,,0,,,0,
AUZ,0.008,0.008,,,,0,0,1/2/17,0.008,0.008,0.008,0.035,0.005,8860000,,ASX,2477506,-0.001,,0.004,-636259,,2,,0,,,0,
AVB,0.09,0.09,,,,0,0.0112,1/2/17,0.09,0.1,0.09,0.1,0.05,221120000,,ASX,28453485,0,0,0.04,2430000,16.29,2.54,,0,,9,0,
AVD,0.02,0.02,,,,0,0,1/2/17,0.02,0.02,0.02,0.03,0.01,3560000,,ASX,50000,-0.02,,0.03,-954559,171.68,0.8,,0,,,0,
AVG,0.525,0.515,,,10/29/2014,0,0,1/2/17,0.505,0.525,0.525,0.66,0.37,121940000,,ASX,43867,-0.008,0.02,1.256,17690000,0.502,0.418,,0,26.25,13.125,0,
AVH,0.12,0.12,,,,-0.01,-0.0435,1/2/17,0.11,0.12,0.11,0.15,0.09,58600000,,ASX,134274,-0.02,-0.03,0.01,-11270000,61.14,8.85,,0,,11,0,
AVI,0.019,0.019,,,,-0.001,-0.05263,1/2/17,0.018,0.019,0.018,0.057,0.001,6900000,,ASX,803700,-0.01,0,0.105,-1550000,460.05,0.181,,0,,,0,
AVJ,0.605,0.6,0,0,9/8/16,0.01,0.01653,1/2/17,0.6,0.615,0.615,0.725,0.5,234980000,,ASX,245220,0.107,0.11,0.952,56500000,0.548,0.636,5.748,-3.68,5.591,6.15,0,
AVL,0.017,0.017,,,,0.002,0.11765,1/2/17,0.016,0.019,0.019,0.028,0.007,20470000,,ASX,28500507,-0.001,,0.018,-1270000,63.149,0.944,,0,,,0,
AVN,2.33,2.3,,,9/29/2016,-0.03,-0.0129,1/2/17,2.3,2.34,2.3,2.55,1.98,,,ASX,103183,0.19,0.18,0,0,,,,0.74,12.78,12.78,0,
AVQ,0.155,0.155,,,,0,0,1/2/17,0.155,0.155,0.155,0.39,0.12,52300000,,ASX,185719,-0.066,-0.01,0.021,-9640000,2905.481,7.381,,0,,7.75,0,
AWC,1.94,1.95,5.12,0.07,8/30/2016,0,0,1/2/17,1.93,1.96,1.94,2.04,0.98,5590000000,,ASX,6929671,-0.01,0.04,0.72,0,18622.8,2.68,,1.57,48.5,21.56,0,
AWE,0.58,0.58,,,12/3/08,-0.015,-0.02586,1/2/17,0.565,0.595,0.565,0.947,0.36,297610000,,ASX,1639543,-0.689,-0.02,0.827,4980000,2.106,0.701,,-0.04,,56.5,0,
AWV,0.115,0.12,,,,0.01,0.08696,1/2/17,0.105,0.125,0.125,0.192,0.04,45270000,,ASX,2637459,-0.007,,0.034,-2200000,2564.521,3.382,,0,,,0,
AWY,0.039,0.037,,,,-0.002,-0.05128,1/2/17,0.037,0.037,0.037,0.06,0.03,5670000,,ASX,426,-0.004,,0.013,-66717,951.108,3,,0,,,0,
AXP,0.99,1,,,,0,-0.0051,1/2/17,0.98,1.02,0.98,1.49,0.78,232850000,,ASX,76648,-0.06,-0.05,0.09,-14960000,506.52,10.37,,0,,,0,
AXZ,0.37,0.37,,,,0,0,1/2/17,0.37,0.37,0.37,0.4,0.08,39980000,,ASX,11560,-0.17,,-0.08,-5470000,1019.56,,,0,,,0,
AYF,6.05,6.06,,,3/27/2015,-0.04,-0.0066,1/2/17,6.01,6.06,6.01,6.2,5.6,,,ASX,2000,,,0,0,,,,0,,,0,
AYK,51.26,51.63,,,,0.37,0.0072,1/2/17,51.63,51.63,51.63,62.86,50.57,51420000000,,ASX,100,,,0,0,,,,0,,,0,
AYR,0.009,0.008,,,,-0.001,-0.11111,1/2/17,0.008,0.009,0.008,0.018,0.005,5700000,,ASX,1193321,-0.001,,0.005,-351880,,1.8,,0,,,0,
AYS,2.04,2.02,,,3/23/2016,-0.04,-0.0196,1/2/17,1.98,2.05,2,3.28,1.3,360530000,,ASX,366882,0.07,0.15,0.18,32860000,1.45,11.4,30.3,0.42,13.33,11.76,0,
AZJ,5.01,5.03,6.4,0.24,8/29/2016,0.06,0.012,1/2/17,5.02,5.08,5.07,5.3,3.35,10400000000,,ASX,4228003,0.03,0.27,2.79,1400000000,2.97,1.8,149.12,4.92,18.78,18.78,0,
AZM,0.03,0.03,,,,0,0.0714,1/2/17,0.03,0.03,0.03,0.07,0.03,17480000,,ASX,391397,-0.01,-0.04,0,-3290000,513.08,28,,0,,,0,
AZS,0.02,0.02,,,,0,0.1111,1/2/17,0.02,0.02,0.02,0.05,0.02,33450000,,ASX,7087732,0,,0.01,-6220000,51.07,1.64,,0,,,0,
AZV,0.079,0.08,,,3/14/2008,0.006,0.07595,1/2/17,0.08,0.085,0.085,0.104,0.04,16130000,,ASX,49830,-0.019,0.01,0.064,-3830000,0.475,1.234,,0,,,0,
AZY,0.019,0.019,,,,0,0,1/2/17,0.019,0.019,0.019,0.068,0.012,17150000,,ASX,700000,-0.003,,0.017,-1590000,78.742,1.118,,0,,,0,
BAF,1.15,1.145,,,10/20/2015,-0.005,-0.00435,1/2/17,1.145,1.15,1.145,1.259,0.947,1.9583E+11,,ASX,61208,,,0,0,,,,0,,,0,
BAL,4.23,4.26,,,8/26/2016,-0.03,-0.0071,1/2/17,4.16,4.26,4.2,15.38,3.73,405960000,,ASX,913934,0.39,0.17,0.86,54040000,1.67,4.91,10.88,0.51,24.71,24.71,0,
BAP,5.48,5.5,,,8/30/2016,0.02,0.0036,1/2/17,5.43,5.53,5.5,6.56,3.98,1350000000,,ASX,855764,0.18,0.23,1.49,76840000,1.97,3.68,30.9,1.11,23.91,18.97,0,
BAR,0.077,0.078,,,,0.008,0.1039,1/2/17,0.078,0.088,0.085,0.088,0.014,31730000,,ASX,4881814,0,,0.025,-15838,35.485,3.08,,0,,,0,
BAS,0.001,0.001,,,,0,0,1/2/17,0.001,0.001,0.001,0.002,0.001,1290000,,ASX,300000,-0.005,,0.001,-574889,36.801,1,,0,,,0,
BAT,0.09,0.097,,,,0.004,0.04444,1/2/17,0.088,0.097,0.094,0.14,0.04,27780000,,ASX,1648413,-0.054,,0.027,-1680000,272.221,3.333,,0,,,0,
BBG,1.36,1.4,0,0,3/13/2012,0.02,0.0147,1/2/17,1.37,1.4,1.38,1.87,1,272790000,,ASX,65169,-0.12,-0.04,1.31,59780000,0.24,1.04,,-0.1,,46,0,
BBN,2.41,2.44,,,8/25/2016,0,0,1/2/17,2.39,2.45,2.41,3.21,2.12,302670000,,ASX,415518,0.07,0.11,0.74,17880000,1.28,3.27,34.43,0,21.91,18.54,0,
BBX,0.052,0.053,,,4/10/07,0,0,1/2/17,0.052,0.053,0.052,0.065,0.012,12810000,,ASX,142497,-0.005,,0.006,-1030000,,8.667,,0,,,0,
BCI,0.245,0.245,0,0,9/1/14,0.01,0.04082,1/2/17,0.245,0.26,0.255,0.29,0.065,50030000,,ASX,1300232,-0.408,0.02,0.391,-7820000,0.319,0.627,,0,,,0,
BCK,0.022,0.022,,,,0,0,1/2/17,0.022,0.022,0.022,0.026,0.001,184400000,,ASX,32956,-0.01,,0.007,-9280000,123.434,3.143,,0,,,0,
BCL,0.62,0.62,,,,0,0.008,1/2/17,0.62,0.65,0.63,0.74,0.5,97060000,,ASX,25646,-0.46,,1.88,-93420000,1.57,0.33,,0,,,0,
BCN,0.02,0.02,,,,0,0.25,1/2/17,0.01,0.02,0.02,0.02,0,29910000,,ASX,78300437,0,,0,-1150000,8.12,5.33,,0,,,0,
BCT,0.04,0.04,,,,0.002,0.05,1/2/17,0.04,0.042,0.042,0.042,0.018,8460000,,ASX,422771,-0.009,-0.02,0.005,-2290000,51.729,8,,0,,,0,
BD1,0.024,0.024,,,,0,0,1/2/17,0.024,0.025,0.024,0.046,0.019,13250000,,ASX,1391592,-0.024,,0.005,-246871,,4.8,,0,,,0,
BDA,0.19,0.19,,,,0.02,0.0811,1/2/17,0.19,0.2,0.2,0.3,0.17,2000000,,ASX,65000,-0.04,,-0.04,-424694,13.4,,,0,,,0,
BDR,0.305,0.315,0,0,3/27/2015,0.01,0.03279,1/2/17,0.305,0.32,0.315,0.55,0.15,332350000,,ASX,6455120,-0.014,0.05,0.198,28720000,1.549,1.54,,0.43,6.3,4.5,0,
BEE,0.355,0.355,,,,0,0,1/2/17,0.355,0.365,0.355,0.61,0.215,197320000,,ASX,5910,-0.005,,0,-1510000,382.148,,,0,,,0,
BEL,0.14,0.14,,,,0,0,1/2/17,0.14,0.14,0.14,0.14,0.12,10560000,,ASX,76000,0.01,,0.22,758808,3.24,0.65,20,0,,,0,
BEN,12.55,12.52,7.82,0.74,9/6/16,-0.01,-0.0008,1/2/17,12.36,12.56,12.54,13.39,8,5820000000,,ASX,1440664,0.81,0.89,11.03,0,4.08,1.14,15.42,4.67,14.09,14.09,0,
BFC,0.305,0.31,,,9/7/16,0,0,1/2/17,0.305,0.31,0.305,0.595,0.305,130320000,,ASX,379106,-0.005,0.03,0.32,-3850000,7.542,0.953,,0,,,0,
BGA,5.13,5.09,,,8/30/2016,-0.01,-0.0019,1/2/17,5.03,5.14,5.12,7.28,3.82,781320000,,ASX,456733,0.19,0.18,2.15,63820000,0.65,2.39,27.09,2.74,28.44,21.33,0,
BGS,0.33,0.34,,,,-0.02,-0.0606,1/2/17,0.31,0.34,0.31,0.53,0.04,55210000,,ASX,2527648,-0.01,,0.07,-942589,,4.65,,0,,,0,
BHP,26.64,27.2,1.45,0.3,9/1/16,0.44,0.0165,1/2/17,26.93,27.22,27.08,27.95,14.17,1.4413E+11,,ASX,5360147,-1.2,1.31,10.2,11480000000,4.52,2.61,,0.21,20.67,23.96,0,
BID,0.059,0.058,,,,-0.004,-0.0678,1/2/17,0.055,0.058,0.055,0.18,0.053,17660000,,ASX,155642,,,-0.002,0,28.098,,,0,,,0,
BIG,0.37,0.375,,,,0.025,0.06757,1/2/17,0.37,0.395,0.395,0.44,0.09,45550000,,ASX,177867,-0.067,-0.02,0.017,-7710000,16.146,21.765,,0,,,0,
BIT,0.036,0.035,,,,0,0,1/2/17,0.035,0.036,0.036,0.105,0.035,11300000,,ASX,414415,-0.01,,0.01,-3070000,7.296,3.6,,0,,,0,
BKI,1.71,1.7,,,,0,0,1/2/17,1.69,1.72,1.71,1.72,1.54,1030000000,,ASX,156126,0.08,,1.51,41470000,24.16,1.13,22.5,0,,,0,
BKL,115.5,115,,,9/6/16,-1.7,-0.0147,1/2/17,113.8,115,113.8,204.87,97.91,1960000000,,ASX,37766,5.19,4.39,10.35,138790000,3.4,11.16,21.91,22.39,25.92,21.68,0,
BKN,3.22,3.23,0,0,8/18/2014,0.02,0.0062,1/2/17,3.22,3.24,3.24,3.31,0.41,554130000,,ASX,1979646,-1.15,0.2,1.97,72190000,0.67,1.64,,1.13,16.2,14.09,0,
BKT,0.13,0.13,,,,0.01,0.0769,1/2/17,0.13,0.14,0.14,0.22,0.03,40660000,,ASX,575815,0,,0.04,-1610000,,3.71,,0,,,0,
BKW,12.67,12.7,0,0,4/11/16,0.08,0.0063,1/2/17,12.62,12.76,12.75,16.06,12.29,1900000000,,ASX,215888,0.53,1.08,12.36,87020000,2.51,1.02,24.24,-3.02,11.81,13.71,0,
BKY,1.155,1.14,,,,-0.07,-0.06061,1/2/17,1.065,1.14,1.085,1.19,0.42,215180000,,ASX,418041,-0.075,-0.06,0.133,-13500000,920.42,8.684,,0,,,0,
BLA,6.9,6.9,,,9/1/16,-0.15,-0.0217,1/2/17,6.71,6.99,6.75,8.99,4.95,454630000,,ASX,110570,0.2,0.39,1.93,18880000,6.55,3.58,34.44,0.73,17.31,13.78,0,
BLD,5.82,5.72,,,8/30/2016,-0.11,-0.0189,1/2/17,5.65,5.75,5.71,7.28,4.93,4250000000,,ASX,9851436,0.34,0.33,4.72,508300000,1,1.23,16.89,1.17,17.3,15.43,0,
BLG,0.25,0.25,,,,0,0.0204,1/2/17,0.25,0.25,0.25,0.41,0.05,88560000,,ASX,107655,-0.01,-0.01,0.04,-2750000,235.74,6.13,,0,,25,0,
BLK,0.75,0.77,,,,0,0.0066,1/2/17,0.74,0.79,0.76,1.17,0.29,214420000,,ASX,1246235,-0.04,0.05,0.14,-5230000,,5.59,,0,15.2,4.75,0,
BLT,0.115,0.11,,,,0,0,1/2/17,0.11,0.12,0.115,0.285,0.085,16850000,,ASX,487888,-0.105,0.45,0.135,-11490000,1.754,0.852,,0,,,0,
BLX,1.6,1.6,,,9/1/16,0.1,0.0625,1/2/17,1.58,1.7,1.7,2.15,1.18,365770000,,ASX,40436,0.09,0.09,0.27,29710000,1.75,5.99,20,2.04,18.89,17,0,
BLY,0.125,0.13,0,0,3/8/13,0,0,1/2/17,0.12,0.13,0.125,0.19,0.047,116650000,,ASX,298768,-0.266,-0.11,-0.276,-106050000,0.177,,,0.02,,,0,
BLZ,0.031,0.033,,,,0.002,0.06452,1/2/17,0.033,0.033,0.033,0.085,0.029,4160000,,ASX,116279,-0.029,,0.017,-1700000,4340,1.824,,0,,,0,
BMG,0.01,0.01,,,,0,0,1/2/17,0.01,0.01,0.01,0.02,0.01,639220,,ASX,4181668,-0.04,,-0.02,-546507,4993.91,,,0,,,0,
BMN,0.071,0.071,,,,0.008,0.11268,1/2/17,0.071,0.084,0.079,0.084,0.02,56090000,,ASX,2952839,0,-0.02,0.071,-3150000,,1,,0,,,0,
BMP,0.27,0.29,,,,0.065,0.24074,1/2/17,0.29,0.335,0.335,0.507,0.159,18470000,,ASX,30346,-0.132,,0.041,-2210000,13.727,6.585,,0,,,0,
BMT,0.19,0.2,,,,0.01,0.0526,1/2/17,0.2,0.2,0.2,0.32,0.15,3030000,,ASX,45000,,,0.02,0,,9.5,,0,,,0,
BMZ,0.07,0.07,,,,-0.01,-0.1429,1/2/17,0.06,0.07,0.06,0.11,0.06,2460000,,ASX,558432,-0.01,,-0.01,-1270000,,,,0,,,0,
BNO,0.34,0.34,,,,0.005,0.01471,1/2/17,0.34,0.35,0.345,0.5,0.23,165940000,,ASX,297921,-0.036,0.12,0.088,-14160000,8.504,3.864,,0,2.875,1.725,0,
BNR,0.03,0.03,,,,0.003,0.1,1/2/17,0.03,0.034,0.033,0.097,0.023,5920000,,ASX,549889,-0.007,,0.008,-123323,,3.75,,0,,,0,
BOC,0.18,0.18,,,2/22/2002,0,0,1/2/17,0.18,0.18,0.18,0.31,0.14,72190000,,ASX,40000,,,0,0,,,,0,,,0,
BOE,0.069,0.067,,,,-0.001,-0.01449,1/2/17,0.066,0.069,0.068,0.078,0.036,60250000,,ASX,4900414,-0.004,,0.011,-2320000,365.078,6.273,,0,,,0,
BOL,0.12,0.125,,,2/27/2009,-0.005,-0.04167,1/2/17,0.115,0.125,0.115,0.135,0.063,54610000,,ASX,46000,-0.064,-0.01,0.354,9850000,0.374,0.339,,0,,,0,
BOQ,11.97,11.96,9.77,0.8,10/27/2016,-0.05,-0.0042,1/2/17,11.84,11.99,11.92,13.5,9.7,4540000000,,ASX,1433073,0.86,0.94,9.43,0,4.34,1.27,13.93,6.98,12.68,12.42,0,
BOT,0.043,0.046,,,,0.003,0.06977,1/2/17,0.046,0.046,0.046,0.058,0.02,18810000,,ASX,50000,-0.012,,0.008,0,,5.375,,0,,,0,
BPF,0.24,0.24,,,,0.005,0.02083,1/2/17,0.24,0.245,0.245,0.565,0.21,38570000,,ASX,107769,0.012,,0.131,3420000,0.8,1.832,20.417,0,,,0,
BPH,0.006,0.006,,,,0,0,1/2/17,0.006,0.006,0.006,0.013,0.004,2150000,,ASX,6058333,-0.002,,0.087,-352587,11.821,0.069,,0,,,0,
BPL,0.055,0.053,,,,-0.002,-0.03636,1/2/17,0.053,0.053,0.053,0.14,0.003,7730000,,ASX,103664,-0.006,,0.031,-667496,26.538,1.774,,0,,,0,
BPS,0.95,0.95,,,4/1/16,0.02,0.0211,1/2/17,0.95,0.97,0.97,1.07,0.75,56800000,,ASX,1176176,0.12,0.14,0.63,8950000,1.11,1.52,8.29,0,6.93,6.06,0,
BPT,0.75,0.745,1.81,0.01,9/8/16,0.005,0.00667,1/2/17,0.742,0.757,0.755,0.94,0.365,1400000000,,ASX,5175585,-0.396,0.06,0.577,177500000,2.501,1.3,,0.16,12.583,8.389,0,
BRB,0.52,0.54,,,,0.05,0.0962,1/2/17,0.54,0.6,0.57,0.76,0.08,56770000,,ASX,851034,-0.03,,0.02,-2190000,949.02,28.89,,0,,,0,
BRBCA,0.45,0.45,,,,0.03,0.0667,1/2/17,0.45,0.48,0.48,0.48,0.01,47810000,,ASX,10000,-0.03,,0.02,-2190000,821.27,25,,0,,,0,
BRC,0.11,0.1,,,,-0.01,-0.0909,1/2/17,0.1,0.1,0.1,0.19,0.01,14950000,,ASX,195161,-0.03,-0.01,0.16,-2690000,5.58,0.69,,0,,10,0,
BRG,8.36,8.32,,,9/15/2016,0.04,0.0048,1/2/17,8.32,8.47,8.4,9.72,5.48,1090000000,,ASX,139343,0.39,0.41,1.89,75750000,1.89,4.42,21.76,3.5,20.49,18.26,0,
BRK,0.013,0.013,,,,0,0,1/2/17,0.013,0.013,0.013,0.015,0.007,6500000,,ASX,769000,-0.004,,0.001,0,232.533,13,,0,,,0,
BRL,0.065,0.064,,,,-0.001,-0.01538,1/2/17,0.064,0.064,0.064,0.12,0.012,61730000,,ASX,7590,0.001,-0.01,0.015,7760000,1.699,4.333,64,0,,,0,
BRN,0.275,0.275,,,,-0.01,-0.03636,1/2/17,0.26,0.285,0.265,0.365,0.105,194390000,,ASX,5787926,-0.055,,0.004,-5210000,19376.104,68.75,,0,,,0,
BRU,0.19,0.19,,,,-0.01,-0.0526,1/2/17,0.18,0.19,0.18,0.31,0.18,61200000,,ASX,128913,-0.1,-0.05,0.25,-8480000,23.71,0.77,,0,,,0,
BSA,0.34,0.36,,,3/18/2013,0.02,0.0435,1/2/17,0.35,0.37,0.36,0.4,0.16,152250000,,ASX,169777,0,0.02,0.1,18780000,0.29,3.52,,0,18,12,0,
BSE,0.25,0.24,,,,-0.005,-0.02,1/2/17,0.235,0.245,0.245,0.255,0.024,179400000,,ASX,335713,-0.034,0.05,0.296,59690000,1.083,0.845,,0.02,4.9,3.063,0,
BSL,11.21,11.01,0.97,0.07,9/9/16,-0.09,-0.008,1/2/17,10.98,11.23,11.12,11.4,4.16,6350000000,,ASX,2338729,0.6,1.04,7.87,843300000,0.7,1.42,18.5,0.41,10.69,11.58,0,
BSM,0.013,0.014,,,,0,0,1/2/17,0.013,0.014,0.013,0.025,0.004,5980000,,ASX,1078944,0.002,,0.011,-1460000,,1.182,6.5,0,,,0,
BSN,0.03,0.027,,,,-0.003,-0.1,1/2/17,0.027,0.027,0.027,0.06,0.003,1220000,,ASX,150000,-0.012,,0.008,0,69.197,3.75,,0,,,0,
BSR,0.029,0.029,,,,-0.001,-0.03448,1/2/17,0.028,0.029,0.028,0.048,0.01,45900000,,ASX,3298504,-0.001,,0.029,-1150000,3169.543,1,,0,,,0,
BST,0.87,0.87,,,9/6/16,-0.02,-0.023,1/2/17,0.85,0.87,0.85,1.02,0.85,15550000,,ASX,5541,0.08,,1.1,0,35.16,0.79,10.9,0,,,0,
BSX,0.2,0.2,,,,0,0,1/2/17,0.2,0.2,0.2,0.2,0.2,7160000000,,ASX,22500,,,0.02,0,,10,,0,,,0,
BTC,0.12,0.12,,,10/19/2012,0,0,1/2/17,0.12,0.12,0.12,0.18,0.09,,,ASX,10000,-0.01,,0,0,,,,0,,,0,
BTI,1.025,1.03,,,,0,0,1/2/17,1.025,1.03,1.025,1.3,0.935,103370000,,ASX,32130,0.124,,1.089,0,5.599,0.941,8.266,0,,,0,
BTT,9.35,9.37,,,5/26/2016,-0.08,-0.0086,1/2/17,9.1,9.53,9.27,11.63,7.19,2450000000,,ASX,795660,0.54,0.52,2.82,193700000,4.96,3.32,17.23,1.9,17.83,15.2,0,
BUB,0.18,0.18,,,,0,0,1/2/17,0.17,0.19,0.18,0.45,0.17,,,ASX,2130405,,,0,-1020000,,,,0,,,0,
BUD,0.051,0.052,,,,0.002,0.03922,1/2/17,0.052,0.055,0.053,0.2,0.052,42640000,,ASX,682632,-0.056,,0.016,-25690000,943.722,3.187,,0,,,0,
BUG,0.38,0.38,,,5/13/2013,0,0.0133,1/2/17,0.38,0.38,0.38,0.81,0.31,16480000,,ASX,29425,-0.15,,0.93,86000,0.21,0.41,,0,,,0,
BUL,0.042,0.042,,,3/21/2001,0,0,1/2/17,0.041,0.043,0.042,0.047,0.019,47960000,,ASX,3807650,-0.002,-0.01,0.06,-1710000,315.525,0.7,,0,,,0,
BUX,0.19,0.19,,,,0.005,0.02632,1/2/17,0.19,0.2,0.195,0.205,0.055,17250000,,ASX,220298,-0.033,,0.024,-2870000,102.047,7.917,,0,,,0,
BUY,0.008,0.008,,,,0,0,1/2/17,0.008,0.008,0.008,0.011,0.007,7630000,,ASX,700000,-0.005,,0.019,-1180000,7.07,0.421,,0,,,0,
BVS,1.39,1.4,,,,0,0.0036,1/2/17,1.37,1.4,1.4,1.46,1.1,44900000,,ASX,368378,-0.2,0.1,-0.38,25000000,0.24,,,0,,,0,
BWF,0.8,0.79,,,3/15/2016,0,0,1/2/17,0.79,0.8,0.8,0.82,0.38,41870000,,ASX,26000,0.06,,0.33,3890000,3.88,2.45,14.04,0,,,0,
BWP,2.92,2.92,,,6/29/2016,0,0,1/2/17,2.91,2.94,2.92,3.91,2.75,,,ASX,1043662,0.48,0.17,0,0,,,,4.37,17.18,16.22,0,
BWR,1.23,1.23,,,3/15/2016,-0.02,-0.0163,1/2/17,1.21,1.24,1.21,1.55,1.06,,,ASX,51994,0.23,,0,0,,,,0,,,0,
BWX,4.45,4.4,,,9/5/16,0.04,0.009,1/2/17,4.39,4.52,4.49,5.7,3.61,411250000,,ASX,90329,0.13,0.19,0.99,20140000,7.55,4.49,34.54,0,23.63,19.52,0,
BXB,10.41,10.3,2.64,0.24,9/7/16,-0.13,-0.0125,1/2/17,10.22,10.38,10.28,13.64,10.05,16300000000,,ASX,6857199,0.37,0.41,1.86,1560000000,2.93,5.59,27.71,1.95,25.07,22.84,0,
BYL,0.14,0.14,,,3/23/2015,0,-0.0345,1/2/17,0.14,0.14,0.14,0.23,0.08,17820000,,ASX,91779,-0.41,0.1,0.04,-17740000,0.09,4.14,,0,,,0,
CAA,0.17,0.17,,,2/25/2004,0,0.0303,1/2/17,0.17,0.17,0.17,0.21,0.08,80700000,,ASX,140222,0.01,0.03,0.25,13000000,0.2,0.67,14.17,0.47,5.67,5.67,0,
CAB,3.65,3.69,0,0,3/30/2016,-0.01,-0.0027,1/2/17,3.61,3.69,3.64,4.09,2.83,438370000,,ASX,57980,0.21,0.3,3.23,57050000,2.6,1.13,17.09,-1.18,12.13,13,0,
CAD,0.003,0.003,,,,-0.001,-0.33333,1/2/17,0.002,0.003,0.002,0.006,0.001,7840000,,ASX,26115766,-0.001,,0.001,-357006,,3,,0,,,0,
CAF,0.72,0.72,,,9/23/2016,0,0,1/2/17,0.72,0.72,0.72,0.75,0.3,111910000,,ASX,2696,0.03,0.04,0.25,0,0.89,2.83,26.67,0,,,0,
CAJ,0.115,0.115,,,9/23/2015,0.01,0.08696,1/2/17,0.115,0.125,0.125,0.225,0.1,65380000,,ASX,448198,-0.009,0.02,0.162,21240000,0.381,0.71,,0.27,6.25,6.25,0,
CAM,0.895,0.9,,,,0.02,0.02235,1/2/17,0.9,0.915,0.915,0.915,0.745,,,ASX,23703,-0.008,,0,0,,,,0,,,0,
CAP,0.06,0.06,,,,0,0,1/2/17,0.06,0.06,0.06,0.07,0.02,6940000,,ASX,84769,-0.01,,0.03,-1210000,60.68,2,,0,,,0,
CAR,10.44,10.36,,,3/23/2016,-0.19,-0.0182,1/2/17,10.11,10.42,10.25,13.63,9.57,2470000000,,ASX,1604884,0.45,0.5,1.06,166200000,7.32,9.83,22.63,1.74,20.5,18.64,0,
